Year,Month,Met region,Station ,Tmean,Tmean max,Tmean min,Rtotal,Rdays,Hmean ,Mch,Mfv
1882,Jan,West,PSH,53.4,66.3,44.2,1.46,6,66,0,711
1882,Jan,West,DIK,56.4,71.8,44.1,0.15,1,54,0,528
1882,Jan,West,MLT,57.4,71.7,46.1,0.44,2,61,0,1155
1882,Jan,West,SRS,NA,NA,NA,2.53,5,NA,0,615
1882,Feb,Central,DLH,62.8,74.8,52.3,0.8,4,48,0,907
1882,Feb,Central,LAH,56.8,68.9,44.7,1.81,4,63,0,993
1882,Feb,Submontane,LDH,56.7,71.4,46.1,0.67,4,61,1,401
1882,Feb,North,SLK,54.9,67.9,45,2.41,4,72,0,897
1882,Feb,North,RWL,50,64.9,38.8,1.03,4,75,0,982
1882,Feb,West,PSH,51,65.7,39.5,0.14,2,58,0,547
1882,Feb,West,DIK,55,71.9,41.2,0.14,3,47,0,506
1882,Feb,West,MLT,58.1,72.8,45.2,0.47,2,54,0,810
1882,Feb,West,SRS,NA,NA,NA,0.18,1,NA,0,395
1882,Mar,Central,DLH,76.3,92.2,63.4,0,0,31,0,1052
1882,Mar,Central,LAH,71.3,86.2,56.4,0.03,1,45,0,982
1882,Mar,Submontane,LDH,70.8,87.9,57.5,0,0,50,0,471
1882,Mar,North,SLK,68.8,83.8,55.2,0.15,2,53,0,770
1882,Mar,North,RWL,69.1,78.7,49.6,0.98,4,56,0,1074
1882,Mar,West,PSH,62.8,77.4,51,1.74,7,51,0,621
1882,Mar,West,DIK,68.4,86,53.7,0.09,2,39,0,525
1882,Mar,West,MLT,70.3,85.9,56.6,0,0,45,0,759
1882,Mar,West,SRS,NA,NA,NA,0,0,NA,0,508
1882,Apr,Central,DLH,85.1,101.1,71.5,0,0,29,0,1187
1882,Apr,Central,LAH,80.6,94.4,65.6,0.99,4,38,0,806
1882,Apr,Submontane,LDH,78.1,95.6,63.8,1.83,2,43,0,469
1882,Apr,North,SLK,77.4,92.5,64.4,1.37,4,44,0,662
1882,Apr,North,RWL,77.8,85.7,58.3,2.51,5,53,0,867
1882,Apr,West,PSH,70.4,84.6,60.3,2.16,5,54,0,599
1882,Apr,West,DIK,78.1,93.6,65.3,2,3,42,0,540
1882,Apr,West,MLT,80.2,96.3,66,0.07,1,45,0,727
1882,Apr,West,SRS,83,101.3,66,0.01,1,31,0,557
1882,May,Central,DLH,88.1,104.4,77.3,0.29,2,38,0,1382
1882,May,Central,LAH,89.7,104.6,73,0.22,1,31,0,1111
1882,May,Submontane,LDH,85.4,103.4,69.8,0.15,1,45,1,592
1882,May,North,SLK,86.4,102.6,72.4,0.22,1,31,0,1186
1882,May,North,RWL,80.1,98.6,65.7,0.3,1,41,0,944
1882,May,West,PSH,83.3,98.5,71,0.11,2,39,0,497
1882,May,West,DIK,88,105.1,73.3,0.3,1,33,0,368
1882,May,West,MLT,88.7,104.5,74.9,0,0,41,0,698
1882,May,West,SRS,90,106.8,74.7,0.22,2,30,0,657
1882,Jun,Central,DLH,91.9,103.9,83.1,2.49,4,48,0,1124
1882,Jun,Central,LAH,95.5,108.2,82.5,0.47,2,38,0,1104
1882,Jun,Submontane,LDH,90.1,106.8,78.2,0.33,3,57,0,625
1882,Jun,North,SLK,93.6,106.4,82.5,0.88,2,41,0,1164
1882,Jun,North,RWL,90.4,104.6,78.1,2.5,1,45,1,938
1882,Jun,West,PSH,91.7,108.6,77.4,0,0,35,0,558
1882,Jun,West,DIK,95.4,111.1,82.8,0.03,1,44,0,400
1882,Jun,West,MLT,94.6,106.5,84.7,0.35,1,51,0,581
1882,Jun,West,SRS,94.2,108.7,83,1.27,4,37,0,644
1882,Jul,Central,DLH,83.9,91.7,79.1,10.36,16,78,0,680
1882,Jul,Central,LAH,87.9,96.8,80.5,13.03,10,70,0,833
1882,Jul,Submontane,LDH,84.5,94.6,78.9,12.54,13,80,0,557
1882,Jul,North,SLK,85.1,94.5,79.2,8.59,12,73,0,1000
1882,Jul,North,RWL,84.1,93.7,77.1,7.62,20,76,0,840
1882,Jul,West,PSH,86.5,98.4,78,3.3,7,64,0,469
1882,Jul,West,DIK,87.6,98.8,80.5,8.59,10,68,0,374
1882,Jul,West,MLT,88,96.6,81.4,6.68,7,69,0,554
1882,Jul,West,SRS,85,95.9,79.1,5.67,12,71,0,495
1882,Aug,Central,DLH,86,94.1,79.6,4.63,7,68,1,679
1882,Aug,Central,LAH,87.8,96.6,79.5,9.1,6,69,2,1003
1882,Aug,Submontane,LDH,85.5,97.3,78.5,4.89,7,71,0,756
1882,Aug,North,SLK,86.5,96.8,78.8,7.39,7,70,0,1033
1882,Aug,North,RWL,84.2,94.7,75.9,7.38,9,73,0,1057
1882,Aug,West,PSH,87.6,103.2,77.1,0,0,57,0,376
1882,Aug,West,DIK,88.5,99.3,80,3.59,3,69,0,392
1882,Aug,West,MLT,87.9,97,80.5,0.69,3,68,0,562
1882,Aug,West,SRS,88.3,98.6,79.5,0.46,3,60,0,713
1882,Sep,Central,DLH,85.1,95.5,77,5.28,5,61,2,891
1882,Sep,Central,LAH,82.6,92.3,73.6,10.35,6,74,0,1238
1882,Sep,Submontane,LDH,82.8,94.2,75.2,1.51,9,69,0,909
1882,Sep,North,SLK,81.9,91.6,74.3,7.42,5,74,0,1300
1882,Sep,North,RWL,78.2,89.3,69.3,10.5,5,72,0,1263
1882,Sep,West,PSH,80.4,94.2,70.5,2.4,4,64,0,533
1882,Sep,West,DIK,84.6,97.3,74.5,0,0,65,0,1066
1882,Sep,West,MLT,86,97.7,76.1,0.11,1,67,0,1562
1882,Sep,West,SRS,84.2,96.9,74.3,3.4,4,57,0,837
1882,Oct,Central,DLH,80.9,95.6,67.9,0,0,40,0,762
1882,Oct,Central,LAH,76.5,92.8,61.8,0,0,57,0,2079
1882,Oct,Submontane,LDH,78.2,94.9,66.1,0,0,46,0,1103
1882,Oct,North,SLK,76.9,93,63.2,0,0,51,0,1659
1882,Oct,North,RWL,70.7,87.4,57,0.11,1,57,0,2184
1882,Oct,West,PSH,72.8,90,59,0.14,1,49,0,561
1882,Oct,West,DIK,76.7,94.6,61.5,0,0,49,0,2064
1882,Oct,West,MLT,78.2,95.4,62.6,0,0,57,0,2617
1882,Oct,West,SRS,78.8,97.6,61.4,0,0,35,0,559
1882,Nov,Central,DLH,68.6,84.1,55.2,0,0,39,0,1036
1882,Nov,Central,LAH,63.3,81.6,47.7,0,0,56,1,2606
1882,Nov,Submontane,LDH,63.5,80.9,50.6,0,0,48,0,1202
1882,Nov,North,SLK,63.1,80.6,47.9,0,0,54,0,1687
1882,Nov,North,RWL,56.5,75.8,40.8,0,0,61,0,4316
1882,Nov,West,PSH,59.4,78.5,43.8,0,0,52,0,834
1882,Nov,West,DIK,61.5,82.6,44,0,0,47,0,2187
1882,Nov,West,MLT,64.6,83.4,48.5,0,0,54,0,2416
1882,Nov,West,SRS,64.7,84.4,46.7,0,0,28,0,708
1882,Dec,Central,DLH,63.7,78.7,51,0,0,42,0,1345
1882,Dec,Central,LAH,57.2,74.2,43,0,0,60,0,2956
1882,Dec,Submontane,LDH,56.9,74.1,43.6,0.1,1,54,0,1126
1882,Dec,North,SLK,56.4,72.1,42.3,0,0,66,0,1984
1882,Dec,North,RWL,51.4,70.1,36.9,0.37,2,68,0,3528
1882,Dec,West,PSH,52.7,71.7,38.2,0,0,55,0,991
1882,Dec,West,DIK,56.8,76,40.6,0,0,48,0,2189
1882,Dec,West,MLT,59.3,75.8,44.8,0,0,55,0,2556
1882,Dec,West,SRS,60,78.6,43.3,0,0,45,0,710
1883,Jan,Central,DLH,59.4,71.6,49.2,1.7,3,60,0,1014
1883,Jan,Central,LAH,55,67.6,44,2.39,5,67,0,1235
1883,Jan,Submontane,LDH,53.7,68.2,43.4,3.44,7,66,0,858
1883,Jan,North,SLK,53.9,66.6,43.9,2.75,4,72,0,1341
1883,Jan,North,RWL,48.9,61.6,39.6,6.44,11,80,0,2741
1883,Jan,West,PSH,49.9,62.9,40.1,1.98,7,62,0,618
1883,Jan,West,DIK,54,68.7,41.8,0.21,2,57,0,1411
1883,Jan,West,MLT,55.5,69.5,43.2,1,2,59,0,2395
1883,Jan,West,SRS,55.8,70.6,42.6,1.98,2,59,0,573
1883,Feb,Central,DLH,60.8,74.7,48.8,0,0,43,0,856
1883,Feb,Central,LAH,56.2,70,42.6,0.33,2,56,0,2080
1883,Feb,Submontane,LDH,54.8,69.4,43.4,0.43,2,59,0,501
1883,Feb,North,SLK,54.7,68.4,42.4,0.19,2,66,0,921
1883,Feb,North,RWL,49.4,63.7,39,0.74,3,72,0,2118
1883,Feb,West,PSH,51.2,65.2,39.3,0.74,3,53,0,652
1883,Feb,West,DIK,55.1,72.2,40.5,0.03,1,40,0,1244
1883,Feb,West,MLT,57,72,43.3,0,0,47,0,1189
1883,Feb,West,SRS,57.6,73.6,43.6,0,0,44,0,581
1883,Mar,Central,DLH,72.6,87.2,60.7,1.79,5,46,0,887
1883,Mar,Central,LAH,68.7,82.5,55.2,0.43,4,51,0,1013
1883,Mar,Submontane,LDH,67.8,82.9,56.6,0.93,6,53,0,538
1883,Mar,North,SLK,65,79,52.7,1.04,4,59,0,1022
1883,Mar,North,RWL,59,74.1,47.8,2.03,7,68,0,1158
1883,Mar,West,PSH,60.6,74.7,48.9,0.89,5,54,0,463
1883,Mar,West,DIK,66,81.8,53.1,0.19,5,46,0,670
1883,Mar,West,MLT,68.8,83.7,55.8,0.18,1,48,0,777
1883,Mar,West,SRS,68.9,85.5,55.3,1.6,3,48,0,762
1883,Apr,Central,DLH,87.5,103.4,74.3,0.15,2,29,3,887
1883,Apr,Central,LAH,83.8,97.8,69.4,0.18,3,38,0,1013
1883,Apr,Submontane,LDH,81.6,99.9,67.2,0.1,1,47,0,538
1883,Apr,North,SLK,80.8,96.8,67.4,0.13,1,38,0,1022
1883,Apr,North,RWL,73.5,89.3,61.6,0.38,7,53,1,1158
1883,Apr,West,PSH,73.4,89.5,61.7,0.53,3,50,0,463
1883,Apr,West,DIK,79.6,95.6,66.9,0.41,6,45,0,670
1883,Apr,West,MLT,82.1,98.2,67.5,0,0,44,0,777
1883,Apr,West,SRS,84.7,102.4,69.7,0.05,2,35,0,762
1883,May,Central,DLH,92,106.9,79.9,0.68,2,37,28,914
1883,May,Central,LAH,89.4,103.3,73.7,3.05,2,35,0,759
1883,May,Submontane,LDH,88.1,106.3,73.4,1,1,49,0,600
1883,May,North,SLK,87,106.3,73.2,1.21,4,32,1,1686
1883,May,North,RWL,80.9,96.6,67.6,1.44,4,47,0,1146
1883,May,West,PSH,84.3,99.9,71.2,0.16,4,33,0,468
1883,May,West,DIK,87.1,102.1,74.3,0.58,2,36,0,575
1883,May,West,MLT,86.7,101.8,73.3,1.59,2,49,0,685
1883,May,West,SRS,88.8,106.2,73.5,1.83,5,36,0,929
1883,Jun,Central,DLH,93.7,106.6,84.1,3.53,5,46,8,919
1883,Jun,Central,LAH,96,109.1,82.9,0.58,2,38,3,1034
1883,Jun,Submontane,LDH,90.5,107.3,77.8,1.52,5,NA,0,639
1883,Jun,North,SLK,94.8,110.5,83,0.37,3,NA,1,1490
1883,Jun,North,RWL,90.4,105.8,78.1,0.34,3,47,0,957
1883,Jun,West,PSH,91.9,109.2,77.5,0.1,1,32,1,572
1883,Jun,West,DIK,96,111.2,82.8,0.05,1,36,0,695
1883,Jun,West,MLT,94.8,107.4,83.8,0,0,49,0,722
1883,Jun,West,SRS,94.1,109,83.5,1.28,4,36,0,989
1883,Jul,Central,DLH,88.3,97.4,81.5,2.57,9,65,0,575
1883,Jul,Central,LAH,91.7,102.5,82,2.27,5,58,0,1104
1883,Jul,Submontane,LDH,86.8,99.9,78.8,12.66,12,69,0,579
1883,Jul,North,SLK,88.5,103.2,79.3,8.85,12,56,0,1496
1883,Jul,North,RWL,86.2,98.4,77.2,5.41,7,65,0,904
1883,Jul,West,PSH,88.6,101.7,78.3,4.57,3,56,0,321
1883,Jul,West,DIK,90.6,103.4,81.3,2.02,5,60,0,451
1883,Jul,West,MLT,89.3,99.6,80.8,3.56,3,64,0,516
1883,Jul,West,SRS,89.2,100.8,81.2,3.22,7,58,0,864
1883,Aug,Central,DLH,91.5,102.9,83.1,0,0,50,0,647
1883,Aug,Central,LAH,91.9,104.3,81.6,0.7,3,54,0,1131
1883,Aug,Submontane,LDH,89.9,102.6,81.2,0.4,2,57,0,742
1883,Aug,North,SLK,87.3,99.5,78,8.34,11,61,0,1384
1883,Aug,North,RWL,84.5,96.7,75.9,4.05,11,68,0,946
1883,Aug,West,PSH,88.5,102,78,0.07,2,52,0,332
1883,Aug,West,DIK,92.1,105.1,81.3,0.99,3,52,0,351
1883,Aug,West,MLT,89.7,100.3,80.6,0,0,62,0,510
1883,Aug,West,SRS,92.2,104,82.1,0,0,45,0,710
1883,Sep,Central,DLH,86,96.1,78.5,6.53,6,59,0,635
1883,Sep,Central,LAH,83.5,93.5,73.7,10.72,6,69,0,1077
1883,Sep,Submontane,LDH,82.5,94.3,74.1,13.21,8,65,0,651
1883,Sep,North,SLK,83,94.8,73.5,4.62,4,NA,0,1308
1883,Sep,North,RWL,79.6,93.3,68.9,6.22,7,63,1,955
1883,Sep,West,PSH,83.3,97.6,71.5,0.24,3,53,0,446
1883,Sep,West,DIK,87.1,101.4,75.3,0.26,2,56,0,532
1883,Sep,West,MLT,87.3,98.3,78,2.03,1,62,0,655
1883,Sep,West,SRS,84.4,96.9,74.9,7.15,9,60,0,515
1883,Oct,Central,DLH,79.7,94.6,67.7,0,0,38,0,685
1883,Oct,Central,LAH,76.2,91.9,61.7,0,0,49,0,928
1883,Oct,Submontane,LDH,75,92.1,61.9,0,0,46,0,882
1883,Oct,North,SLK,75.9,93.5,61.5,0,0,,0,1554
1883,Oct,North,RWL,69.8,87.7,56.2,0.74,2,50,0,1275
1883,Oct,West,PSH,71.1,88.1,57.4,0.07,1,41,0,404
1883,Oct,West,DIK,76,93,61.5,0.71,2,42,0,475
1883,Oct,West,MLT,77.4,93.6,62.8,0,0,46,0,784
1883,Oct,West,SRS,77.5,94.8,62,0.04,1,38,0,459
1883,Nov,Central,DLH,66.4,81.8,53.9,0.09,1,42,0,792
1883,Nov,Central,LAH,62.3,77.7,48.3,0.66,1,61,1,1120
1883,Nov,Submontane,LDH,61.9,78.7,50.2,0.72,3,57,0,1077
1883,Nov,North,SLK,62.2,79.8,49.7,1.09,2,NA,0,1453
1883,Nov,North,RWL,50,72.3,42.7,3.42,2,74,0,1476
1883,Nov,West,PSH,57.2,73.9,43.7,1.93,2,55,0,616
1883,Nov,West,DIK,61.3,79.8,45.8,0.81,2,52,0,638
1883,Nov,West,MLT,63.7,80.1,48.7,0,0,49,0,1001
1883,Nov,West,SRS,62.9,80.8,47.5,0.21,1,43,0,521
1883,Dec,Central,DLH,59.2,74.7,46.7,0.01,1,41,0,1401
1883,Dec,Central,LAH,54.4,70.4,41.6,0.07,1,61,0,1507
1883,Dec,Submontane,LDH,54.1,70.3,41.8,0.75,1,57,0,930
1883,Dec,North,SLK,53.7,68.7,40.7,0.15,2,,0,1436
1883,Dec,North,RWL,48.4,65.9,35.7,0.45,3,67,0,1519
1883,Dec,West,PSH,50.4,66.3,37.5,0.17,1,61,0,696
1883,Dec,West,DIK,54.6,72.2,39.5,0,0,53,0,1005
1883,Dec,West,MLT,55.8,71.9,41.3,0,0,49,0,1255
1883,Dec,West,SRS,55.9,74,40,0,0,43,0,694
1884,Jan,Central,DLH,61.4,75.5,49.5,0,0,52,0,918
1884,Jan,Central,LAH,56.6,69.9,45.4,0.31,3,67,0,1324
1884,Jan,Submontane,LDH,56.2,69.8,45.7,0.25,1,68,0,666
1884,Jan,North,SLK,55.4,69.5,43.9,0.45,3,71,0,1034
1884,Jan,North,RWL,51.1,65.6,40.5,2,3,73,0,1394
1884,Jan,West,PSH,53.1,66.6,42.3,3.28,3,65,0,484
1884,Jan,West,DIK,55.7,71.4,42.7,1.03,2,59,0,642
1884,Jan,West,MLT,58.9,73.8,45.7,0.11,2,49,0,936
1884,Jan,West,SRS,59,75.4,44.3,0.14,2,52,0,594
1884,Feb,Central,DLH,63.2,77.4,51.3,0,0,44,0,804
1884,Feb,Central,LAH,58.2,70.6,46.4,1.64,2,64,0,1075
1884,Feb,Submontane,LDH,57.7,71.9,46.8,0.62,2,69,0,608
1884,Feb,North,SLK,56,68.9,45.3,1.49,4,72,0,962
1884,Feb,North,RWL,52.9,63.4,41.9,2.4,7,73,0,1162
1884,Feb,West,PSH,52.9,64.6,43.2,0.95,5,64,0,480
1884,Feb,West,DIK,57.6,71.1,46.2,0.58,4,64,0,712
1884,Feb,West,MLT,60.5,74,48.5,0.28,3,53,0,893
1884,Feb,West,SRS,60.2,76.9,45.4,0.07,1,46,0,615
1884,Mar,Central,DLH,74.9,90.9,61,0.17,1,40,0,1082
1884,Mar,Central,LAH,69.7,82.6,56.3,0.16,1,53,0,1201
1884,Mar,Submontane,LDH,70,86.3,57.1,0.3,2,NA,0,752
1884,Mar,North,SLK,66.2,80,54.7,2.07,7,64,0,994
1884,Mar,North,RWL,60.4,73.5,50.4,4.36,8,68,0,1031
1884,Mar,West,PSH,61.2,73.2,51.5,1.84,8,64,0,432
1884,Mar,West,DIK,68,82.8,55.4,0.57,4,59,0,672
1884,Mar,West,MLT,70.6,85.1,57.6,0.47,2,49,0,790
1884,Mar,West,SRS,71.6,89.5,56,0.08,1,39,0,764
1884,Apr,Central,DLH,85.1,100.3,72.4,0,0,27,0,1089
1884,Apr,Central,LAH,80.1,94.5,64.8,0.58,5,39,0,1242
1884,Apr,Submontane,LDH,79.7,97,66,0.08,1,NA,0,835
1884,Apr,North,SLK,78.1,94.5,64,0.5,3,39,0,995
1884,Apr,North,RWL,69.3,86.5,56.7,1.74,5,53,0,862
1884,Apr,West,PSH,70.3,85.4,58.5,0.88,4,53,0,426
1884,Apr,West,DIK,77.5,92.7,64.7,0.44,5,45,0,567
1884,Apr,West,MLT,80.6,96.4,66.3,0,0,39,0,784
1884,Apr,West,SRS,81.5,99.3,65.9,0.1,2,34,0,736
1884,May,Central,DLH,92.9,107.5,81.7,0.13,1,28,2,1530
1884,May,Central,LAH,90,104.9,73.8,0.53,2,33,0,1457
1884,May,Submontane,LDH,88.4,106,74.1,0.38,1,NA,0,865
1884,May,North,SLK,88.7,105,75,0.38,3,29,0,1974
1884,May,North,RWL,82.6,99.7,68.1,0.38,4,37,1,936
1884,May,West,PSH,82.3,98.5,68.9,0.56,4,35,0,485
1884,May,West,DIK,88.9,104.3,75.3,0.02,2,38,0,733
1884,May,West,MLT,88.7,104.8,73.9,0.18,1,43,0,919
1884,May,West,SRS,90.7,107.9,75.8,0.15,1,44,0,823
1884,Jun,Central,DLH,90.6,102.1,83,6.09,8,52,0,1196
1884,Jun,Central,LAH,91.1,103.7,79.1,2.43,5,48,0,1343
1884,Jun,Submontane,LDH,93.5,103,79.9,2.14,9,53,0,888
1884,Jun,North,SLK,89.5,104.1,78.1,4.18,7,48,0,1565
1884,Jun,North,RWL,87.2,102.6,74.3,1.98,7,44,0,922
1884,Jun,West,PSH,88.1,103.9,75.1,0.15,1,38,0,417
1884,Jun,West,DIK,92.2,106.5,80.2,1.04,5,48,0,521
1884,Jun,West,MLT,92.3,104.4,81.4,1.34,2,53,0,697
1884,Jun,West,SRS,91.6,102.9,81.9,4.91,6,57,0,767
1884,Jul,Central,DLH,87.9,96.9,81.7,4.26,12,65,14,802
1884,Jul,Central,LAH,89.4,98.5,81.1,9.35,11,65,0,1100
1884,Jul,Submontane,LDH,86.4,97.1,79.8,10.93,12,71,0,801
1884,Jul,North,SLK,88.4,99.2,80.1,6.92,8,65,0,1316
1884,Jul,North,RWL,87.8,99.3,79.5,7.01,8,61,0,799
1884,Jul,West,PSH,90.1,103.7,79.7,1.11,3,49,0,383
1884,Jul,West,DIK,92,104.7,82.9,2.21,6,61,0,440
1884,Jul,West,MLT,92.7,104.9,85,2.55,5,60,0,525
1884,Jul,West,SRS,90,101.2,81.9,4.14,7,62,0,658
1884,Aug,Central,DLH,83,89.8,78.5,9.62,10,77,1,1011
1884,Aug,Central,LAH,87.3,95.8,79.1,2.8,6,70,0,1025
1884,Aug,Submontane,LDH,84,93.5,78.2,2.43,9,77,0,1210
1884,Aug,North,SLK,84.8,95,78,3.87,12,75,0,1289
1884,Aug,North,RWL,83.7,93.2,77.1,10.36,14,73,0,777
1884,Aug,West,PSH,87.7,98.5,78.5,1.2,4,67,0,347
1884,Aug,West,DIK,89.9,101,81.3,0.26,3,60,0,474
1884,Aug,West,MLT,88.6,98.9,81.3,1.31,5,66,0,557
1884,Aug,West,SRS,86.9,97.5,78.7,2.58,8,64,0,971
1884,Sep,Central,DLH,80.3,86.9,76.2,16.46,13,81,0,1564
1884,Sep,Central,LAH,83.9,93.8,75.3,3.29,4,73,0,1328
1884,Sep,Submontane,LDH,81.4,91.7,74.5,8.9,6,74,0,3993
1884,Sep,North,SLK,81.3,91.9,73.8,9.48,7,78,0,1638
1884,Sep,North,RWL,79.1,90.2,70.5,4.72,9,73,0,955
1884,Sep,West,PSH,81.7,93.6,72.6,1.78,6,68,0,336
1884,Sep,West,DIK,86.6,99.2,76.6,0.17,4,58,0,413
1884,Sep,West,MLT,87,97.6,78.7,0.42,2,60,0,756
1884,Sep,West,SRS,82.2,93.1,74.9,2.19,6,73,0,1056
1884,Oct,Central,DLH,74.5,85.6,65.6,0.03,1,62,0,5052
1884,Oct,Central,LAH,75.7,90.4,62.1,0.24,2,55,0,2751
1884,Oct,Submontane,LDH,73,89.1,60.8,1.84,4,57,0,12510
1884,Oct,North,SLK,72.7,87.1,60.9,1.52,4,55,0,2794
1884,Oct,North,RWL,66.9,82.4,54.4,1.29,4,61,0,1086
1884,Oct,West,PSH,68.6,84.3,55.9,0,0,56,0,583
1884,Oct,West,DIK,75.5,91,62.4,0,0,39,0,552
1884,Oct,West,MLT,77.8,92.7,64.6,0,0,54,0,1963
1884,Oct,West,SRS,75,92.7,60.7,2.18,3,49,0,3064
1884,Nov,Central,DLH,65.5,79.7,54,0,0,45,0,5792
1884,Nov,Central,LAH,62.1,78.9,47.1,0.08,1,59,0,2643
1884,Nov,Submontane,LDH,61,78.3,48.1,0,0,56,0,6914
1884,Nov,North,SLK,60.3,76.3,47.2,0.03,1,62,0,2650
1884,Nov,North,RWL,54.7,73.3,41.1,0.02,2,61,0,1244
1884,Nov,West,PSH,55.8,73.5,42.3,0.11,1,60,0,580
1884,Nov,West,DIK,62,80.3,46,0,0,35,0,1142
1884,Nov,West,MLT,64.4,80.5,50,0,0,55,0,2750
1884,Nov,West,SRS,62.4,81.6,46.6,0.27,1,51,0,2165
1884,Dec,Central,DLH,58.4,72.4,47,0.09,1,54,0,2675
1884,Dec,Central,LAH,55.6,71.8,41.5,0,0,63,0,1926
1884,Dec,Submontane,LDH,54.4,70.9,41.8,0.03,1,62,0,2725
1884,Dec,North,SLK,53.3,69.4,40.3,0,0,71,0,1735
1884,Dec,North,RWL,48.1,68,33.1,0,0,64,0,1482
1884,Dec,West,PSH,49.8,67.5,35,0,0,61,0,628
1884,Dec,West,DIK,55,73.8,38.7,0,0,40,0,963
1884,Dec,West,MLT,58.3,74.9,43.2,0,0,54,0,1916
1884,Dec,West,SRS,56.1,74.8,40.2,0.01,1,54,0,1241
1885,Jan,Central,DLH,57.3,67.6,48.8,6.82,5,64,0,1510
1885,Jan,Central,LAH,53.4,63.5,45.2,1.47,5,73,0,1424
1885,Jan,Submontane,LDH,53.6,63.9,46,3.26,7,76,0,1168
1885,Jan,North,SLK,52.7,63.4,44.6,4.15,6,NA,0,1067
1885,Jan,North,RWL,48.5,58.2,41.6,7.54,11,83,0,1443
1885,Jan,West,PSH,48.3,57.9,40.9,4.19,9,70,0,618
1885,Jan,West,DIK,52.7,65.1,42.4,0.53,6,51,0,944
1885,Jan,West,MLT,54.1,64.4,45.3,1.22,6,64,0,1621
1885,Jan,West,SRS,54.5,66.9,44.4,2.75,6,69,0,1084
1885,Feb,Central,DLH,59.5,71.8,48.5,0,0,53,0,890
1885,Feb,Central,LAH,55.2,68,43,0.46,3,59,0,937
1885,Feb,Submontane,LDH,54.6,67.9,44,0.37,2,66,0,674
1885,Feb,North,SLK,53.2,66.1,41.7,1.29,3,70,0,753
1885,Feb,North,RWL,47.8,60,38,1.16,6,71,0,967
1885,Feb,West,PSH,49.4,61.6,38.9,0.62,4,59,0,442
1885,Feb,West,DIK,55.1,69.1,42.9,0.19,2,34,0,631
1885,Feb,West,MLT,56.1,69.7,44,0,0,53,0,1052
1885,Feb,West,SRS,56.3,72.3,42.3,0.05,2,55,0,698
1885,Mar,Central,DLH,74.5,88,62.7,0.1,1,44,0,955
1885,Mar,Central,LAH,71,84.7,57.1,0,0,48,0,975
1885,Mar,Submontane,LDH,69.5,85,56.8,0.09,1,55,0,659
1885,Mar,North,SLK,68.1,82.1,56.1,0.15,2,56,0,795
1885,Mar,North,RWL,61.8,75.6,50.4,1.34,6,64,0,894
1885,Mar,West,PSH,62.3,76.1,51.6,2.59,5,60,0,427
1885,Mar,West,DIK,69,84.7,55.8,0.34,4,42,0,504
1885,Mar,West,MLT,75.5,85.7,58.3,0.11,1,46,0,928
1885,Mar,West,SRS,71.8,89.7,56.4,0.02,1,53,0,950
1885,Apr,Central,DLH,81.9,94.5,71.2,0.44,1,37,4,964
1885,Apr,Central,LAH,77.9,90.3,65.4,1.06,5,49,8,883
1885,Apr,Submontane,LDH,77,92.4,65.3,2.17,6,54,4,616
1885,Apr,North,SLK,74.6,88.8,63.4,3.19,9,53,0,841
1885,Apr,North,RWL,67.2,80.5,56.7,3.84,9,64,0,799
1885,Apr,West,PSH,66.1,77.2,57.8,7.35,12,68,0,395
1885,Apr,West,DIK,73.8,86.5,62.9,0.8,6,47,0,406
1885,Apr,West,MLT,76.9,89.3,65.8,0.52,2,51,1,859
1885,Apr,West,SRS,78,94.9,64.8,0.45,4,44,8,892
1885,May,Central,DLH,83.4,96.1,73.4,2.34,6,45,0,1547
1885,May,Central,LAH,79.5,90.3,68.4,4.38,7,55,5,1097
1885,May,Submontane,LDH,78.1,93,68,2.97,10,60,0,798
1885,May,North,SLK,76.3,89.2,66.7,3.16,12,59,0,1500
1885,May,North,RWL,70.4,81.9,62.1,8.24,15,70,6,940
1885,May,West,PSH,70.6,82.6,62.6,3,11,66,0,439
1885,May,West,DIK,78.9,92.2,68.5,2.15,7,49,0,709
1885,May,West,MLT,NA,93.2,NA,1.54,6,NA,32,934
1885,May,West,SRS,81.5,97.6,69.2,2.1,8,48,51,1215
1885,Jun,Central,DLH,91.1,103.6,82,5.69,8,54,0,1472
1885,Jun,Central,LAH,93.4,106.1,79.2,0.81,2,41,3,1138
1885,Jun,Submontane,LDH,89.6,104.6,78,2.61,6,49,0,909
1885,Jun,North,SLK,90.5,106.3,78.2,0.74,2,44,0,1303
1885,Jun,North,RWL,85.3,99.8,72.6,1.33,3,52,23,964
1885,Jun,West,PSH,85.8,100.8,72.9,0.12,1,45,0,425
1885,Jun,West,DIK,88.9,107.2,74,0,0,43,0,624
1885,Jun,West,MLT,89.2,104.6,75.4,1.01,2,55,13,742
1885,Jun,West,SRS,91.7,106.3,80.5,0.55,3,49,1,1471
1885,Jul,Central,DLH,85.8,93.2,80.6,7.02,13,72,0,973
1885,Jul,Central,LAH,91,100.6,80.8,4.5,5,60,77,1176
1885,Jul,Submontane,LDH,87.7,100.5,79.9,3.71,6,68,1,830
1885,Jul,North,SLK,90.3,101.5,80.6,6.66,8,61,0,1373
1885,Jul,North,RWL,NA,100,NA,3.01,6,NA,54,1067
1885,Jul,West,PSH,88.9,102.6,78.3,0.02,1,48,0,429
