Year,Month,Met region,Station ,Tmean,Tmean max,Tmean min,Rtotal,Rdays,Hmean ,Mtotal,Mmille,Mch,Mfv
1889,Jan,East Coast South,TRC,76.40,87.80,67.20,0.41,2.00,68.00,2887.00,,316.00,624.00
1889,Jan,East Coast South,MDS,74.70,85.10,66.90,0.05,1.00,82.00,1626.00,,28.00,380.00
1889,Jan,East Coast Central,MSL,NA,NA,NA,0.00,0.00,NA,2430.00,,0.00,1031.00
1889,Jan,Central,BLL,74.00,89.10,60.20,0.00,0.00,59.00,1708.00,,11.00,410.00
1889,Jan,East Coast North,VZG,75.20,79.50,64.60,0.00,0.00,65.00,1872.00,,0.00,1543.00
1889,Feb,South,MDR,NA,NA,NA,0.00,0.00,NA,2056.00,,100.00,618.00
1889,Feb,South Central,SLM,78.90,95.70,65.70,0.00,0.00,62.00,2730.00,,304.00,1048.00
1889,Feb,South Central,CMB,NA,NA,NA,0.00,0.00,NA,2427.00,,109.00,976.00
1889,Feb,East Coast South,NGP,NA,NA,NA,0.00,0.00,NA,5326.00,,1672.00,281.00
1889,Feb,East Coast South,TRC,79.50,93.40,68.40,0.00,0.00,66.00,2231.00,,209.00,496.00
1889,Feb,East Coast South,MDS,77.00,87.30,68.10,0.00,0.00,78.00,1405.00,,37.00,313.00
1889,Feb,East Coast Central,MSL,NA,NA,NA,0.00,0.00,NA,1725.00,,16.00,733.00
1889,Feb,Central,BLL,79.50,94.00,64.50,0.00,0.00,46.00,1439.00,,0.00,342.00
1889,Feb,East Coast North,VZG,79.60,82.70,70.00,0.00,0.00,64.00,1375.00,,0.00,1104.00
1889,Mar,South,MDR,NA,NA,NA,0.59,3.00,NA,2150.00,,191.00,589.00
1889,Mar,South Central,SLM,84.00,99.90,71.90,0.25,1.00,63.00,2533.00,,149.00,1009.00
1889,Mar,South Central,CMB,NA,NA,NA,0.00,0.00,NA,2334.00,,60.00,1087.00
1889,Mar,East Coast South,NGP,NA,NA,NA,0.00,0.00,NA,4153.00,,668.00,215.00
1889,Mar,East Coast South,TRC,84.80,99.00,74.20,0.00,0.00,60.00,2222.00,,273.00,461.00
1889,Mar,East Coast South,MDS,80.90,90.10,72.40,0.00,0.00,76.00,1492.00,,6.00,343.00
1889,Mar,East Coast Central,MSL,NA,NA,NA,0.00,0.00,NA,2255.00,,226.00,856.00
1889,Mar,Central,BLL,85.00,99.90,71.40,0.00,0.00,34.00,1925.00,,0.00,475.00
1889,Mar,East Coast North,VZG,83.70,86.90,75.70,0.00,0.00,61.00,1537.00,,43.00,1195.00
1889,Apr,South,MDR,NA,NA,NA,4.96,8.00,NA,2083.00,,225.00,583.00
1889,Apr,South Central,SLM,86.80,101.30,76.90,3.18,7.00,65.00,2271.00,,93.00,992.00
1889,Apr,South Central,CMB,NA,NA,NA,2.68,5.00,NA,2155.00,,154.00,852.00
1889,Apr,East Coast South,NGP,NA,NA,NA,0.60,3.00,NA,3498.00,,283.00,223.00
1889,Apr,East Coast South,TRC,88.50,101.90,79.00,6.80,4.00,58.00,2021.00,,91.00,473.00
1889,Apr,East Coast South,MDS,84.30,92.30,77.40,2.05,4.00,80.00,1514.00,,5.00,328.00
1889,Apr,East Coast Central,MSL,NA,NA,NA,1.31,1.00,NA,2473.00,,288.00,852.00
1889,Apr,Central,BLL,89.30,104.00,77.20,1.87,4.00,40.00,2003.00,,18.00,560.00
1889,Apr,East Coast North,VZG,87.50,90.50,81.80,0.10,1.00,63.00,1843.00,,258.00,1203.00
1889,May,South,MDR,NA,NA,NA,1.01,7.00,NA,2199.00,,248.00,625.00
1889,May,South Central,SLM,87.10,100.60,77.70,4.51,10.00,62.00,2666.00,,39.00,1150.00
1889,May,South Central,CMB,NA,NA,NA,1.88,6.00,NA,2410.00,,155.00,993.00
1889,May,East Coast South,NGP,NA,NA,NA,4.15,1.00,NA,3671.00,,287.00,233.00
1889,May,East Coast South,TRC,88.40,101.90,79.40,3.05,5.00,60.00,2321.00,,84.00,515.00
1889,May,East Coast South,MDS,87.30,97.70,81.90,0.01,1.00,75.00,1580.00,,30.00,355.00
1889,May,East Coast Central,MSL,NA,NA,NA,0.34,2.00,NA,2628.00,,167.00,933.00
1889,May,Central,BLL,90.70,104.40,79.50,0.71,4.00,47.00,2000.00,,162.00,516.00
1889,May,East Coast North,VZG,89.00,91.60,84.20,0.80,2.00,64.00,2589.00,,750.00,1490.00
1889,Jun,South,MDR,NA,NA,NA,0.00,0.00,NA,2411.00,,435.00,602.00
1889,Jun,South Central,SLM,84.00,95.70,75.30,2.79,11.00,69.00,2479.00,,106.00,1034.00
1889,Jun,South Central,CMB,NA,NA,NA,0.53,4.00,NA,2845.00,,351.00,1109.00
1889,Jun,East Coast South,NGP,NA,NA,NA,0.31,6.00,NA,3805.00,,250.00,226.00
1889,Jun,East Coast South,TRC,88.00,100.00,79.20,0.00,0.00,52.00,2025.00,,138.00,466.00
1889,Jun,East Coast South,MDS,86.70,98.40,81.00,1.09,10.00,67.00,1395.00,,9.00,335.00
1889,Jun,East Coast Central,MSL,NA,NA,NA,11.72,15.00,NA,2641.00,,245.00,944.00
1889,Jun,Central,BLL,83.20,94.30,75.70,1.07,9.00,65.00,2110.00,,426.00,412.00
1889,Jun,East Coast North,VZG,88.50,90.70,84.00,3.30,7.00,66.00,4558.00,,2175.00,2012.00
1889,Jul,South,MDR,NA,NA,NA,7.11,6.00,NA,2374.00,,332.00,630.00
1889,Jul,South Central,SLM,80.20,89.90,73.40,9.57,17.00,80.00,2600.00,,168.00,1062.00
1889,Jul,South Central,CMB,NA,NA,NA,0.96,9.00,NA,2779.00,,214.00,1086.00
1889,Jul,East Coast South,NGP,NA,NA,NA,7.34,8.00,NA,4044.00,,345.00,257.00
1889,Jul,East Coast South,TRC,85.60,96.90,77.90,2.55,6.00,61.00,2615.00,,481.00,483.00
1889,Jul,East Coast South,MDS,84.30,94.40,78.50,5.57,15.00,74.00,1348.00,,3.00,336.00
1889,Jul,East Coast Central,MSL,NA,NA,NA,4.70,19.00,NA,4345.00,,886.00,1423.00
1889,Jul,Central,BLL,81.10,91.50,74.60,2.09,11.00,67.00,2630.00,,477.00,529.00
1889,Jul,East Coast North,VZG,84.90,86.80,80.90,9.00,13.00,74.00,6098.00,,2999.00,2587.00
1889,Aug,South,MDR,NA,NA,NA,1.51,7.00,NA,2098.00,,206.00,520.00
1889,Aug,South Central,SLM,79.50,90.20,72.80,6.75,17.00,81.00,2910.00,,248.00,1187.00
1889,Aug,South Central,CMB,NA,NA,NA,0.83,7.00,NA,3318.00,,744.00,1026.00
1889,Aug,East Coast South,NGP,NA,NA,NA,3.90,5.00,NA,3644.00,,139.00,254.00
1889,Aug,East Coast South,TRC,84.60,96.40,77.30,5.06,9.00,63.00,2005.00,,63.00,468.00
1889,Aug,East Coast South,MDS,83.60,93.10,77.00,4.38,18.00,75.00,1361.00,,4.00,333.00
1889,Aug,East Coast Central,MSL,NA,NA,NA,8.92,23.00,NA,5620.00,,1354.00,1834.00
1889,Aug,Central,BLL,81.60,90.90,74.90,1.23,10.00,66.00,2362.00,,240.00,577.00
1889,Aug,East Coast North,VZG,85.00,87.50,80.60,3.50,11.00,71.00,4101.00,,734.00,2895.00
1889,Sep,South,MDR,NA,NA,NA,2.69,9.00,NA,2132.00,,148.00,572.00
1889,Sep,South Central,SLM,79.30,90.10,72.70,11.56,16.00,81.00,2851.00,,71.00,1280.00
1889,Sep,South Central,CMB,NA,NA,NA,3.09,12.00,NA,2800.00,,238.00,1013.00
1889,Sep,East Coast South,NGP,NA,NA,NA,1.60,10.00,NA,3813.00,,136.00,307.00
1889,Sep,East Coast South,TRC,82.40,94.20,75.20,4.14,10.00,71.00,2009.00,,10.00,506.00
1889,Sep,East Coast South,MDS,82.00,90.70,77.10,5.86,10.00,83.00,1341.00,,37.00,337.00
1889,Sep,East Coast Central,MSL,NA,NA,NA,9.10,12.00,NA,4037.00,,413.00,1556.00
1889,Sep,Central,BLL,78.70,88.10,72.40,11.44,19.00,76.00,1917.00,,141.00,522.00
1889,Sep,East Coast North,VZG,85.20,86.60,80.30,14.40,10.00,74.00,3634.00,,84.00,3175.00
1889,Oct,South,MDR,NA,NA,NA,7.87,8.00,NA,2694.00,,529.00,624.00
1889,Oct,South Central,SLM,77.90,88.40,71.10,6.40,15.00,79.00,3188.00,,114.00,1405.00
1889,Oct,South Central,CMB,NA,NA,NA,1.67,9.00,NA,3042.00,,155.00,1143.00
1889,Oct,East Coast South,NGP,NA,NA,NA,3.16,6.00,NA,3908.00,,95.00,332.00
1889,Oct,East Coast South,TRC,80.80,91.60,73.40,6.31,13.00,74.00,2189.00,,9.00,499.00
1889,Oct,East Coast South,MDS,80.90,89.20,74.70,7.25,7.00,82.00,1298.00,,6.00,356.00
1889,Oct,East Coast Central,MSL,NA,NA,NA,12.49,16.00,NA,3273.00,,77.00,1299.00
1889,Oct,Central,BLL,76.60,86.30,70.00,8.42,14.00,72.00,1922.00,,166.00,529.00
1889,Oct,East Coast North,VZG,83.00,83.90,78.60,12.37,21.00,76.00,2562.00,,15.00,2217.00
1889,Nov,South,MDR,NA,NA,NA,1.89,10.00,NA,3086.00,,889.00,658.00
1889,Nov,South Central,SLM,77.40,89.10,68.30,1.08,3.00,73.00,3445.00,,442.00,1324.00
1889,Nov,South Central,CMB,NA,NA,NA,1.33,6.00,NA,2956.00,,190.00,1093.00
1889,Nov,East Coast South,NGP,NA,NA,NA,4.46,6.00,NA,3750.00,,83.00,288.00
1889,Nov,East Coast South,TRC,79.80,90.40,71.50,1.71,5.00,72.00,2112.00,,25.00,542.00
1889,Nov,East Coast South,MDS,77.80,86.50,71.00,5.08,8.00,79.00,1057.00,,1.00,324.00
1889,Nov,East Coast Central,MSL,NA,NA,NA,2.28,4.00,NA,2991.00,,36.00,1319.00
1889,Nov,Central,BLL,73.70,86.00,63.40,0.66,3.00,56.00,1655.00,,114.00,520.00
1889,Nov,East Coast North,VZG,78.70,81.70,72.00,3.51,5.00,66.00,2631.00,,4.00,2336.00
1889,Dec,South,MDR,NA,NA,NA,0.66,3.00,NA,3585.00,,1198.00,708.00
1889,Dec,South Central,SLM,75.20,87.40,64.50,2.30,6.00,71.00,4069.00,,527.00,1675.00
1889,Dec,South Central,CMB,NA,NA,NA,0.33,5.00,NA,3868.00,,540.00,1435.00
1889,Dec,East Coast South,NGP,NA,NA,NA,10.66,6.00,NA,3988.00,,312.00,227.00
1889,Dec,East Coast South,TRC,77.70,87.50,69.30,3.44,3.00,70.00,2665.00,,295.00,533.00
1889,Dec,East Coast South,MDS,75.20,83.70,69.20,11.85,9.00,81.00,1201.00,,5.00,324.00
1889,Dec,East Coast Central,MSL,NA,NA,NA,1.74,4.00,NA,3935.00,,49.00,2000.00
1889,Dec,Central,BLL,71.70,85.50,59.70,0.00,0.00,53.00,1447.00,,2.00,437.00
1889,Dec,East Coast North,VZG,74.00,77.40,66.10,2.86,5.00,62.00,3004.00,,3.00,2700.00
1890,Jan,South,MDR,NA,NA,NA,0.62,2.00,NA,3825.00,,1496.00,685.00
1890,Jan,South Central,SLM,74.30,88.40,62.60,0.20,2.00,67.00,4039.00,,699.00,1504.00
1890,Jan,South Central,CMB,NA,NA,NA,0.19,2.00,NA,3699.00,,475.00,1413.00
1890,Jan,East Coast South,NGP,NA,NA,NA,3.72,2.00,NA,5347.00,,1243.00,238.00
1890,Jan,East Coast South,TRC,75.30,87.30,65.80,0.80,2.00,66.00,3413.00,,954.00,524.00
1890,Jan,East Coast South,MDS,74.20,84.20,66.10,0.35,1.00,79.00,1179.00,,6.00,278.00
1890,Jan,East Coast Central,MSL,NA,NA,NA,0.00,0.00,NA,3160.00,,9.00,1617.00
1890,Jan,Central,BLL,72.30,87.30,58.80,0.00,0.00,42.00,1417.00,,0.00,456.00
1890,Jan,East Coast North,VZG,74.80,78.40,65.60,0.00,0.00,64.00,2819.00,,3.00,2476.00
1890,Feb,South,MDR,NA,NA,NA,0.25,1.00,NA,2733.00,,993.00,551.00
1890,Feb,South Central,SLM,78.10,94.90,64.40,0.00,0.00,62.00,2921.00,,313.00,1202.00
1890,Feb,South Central,CMB,NA,NA,NA,0.00,0.00,NA,2946.00,,326.00,1194.00
1890,Feb,East Coast South,NGP,NA,NA,NA,0.14,1.00,NA,4471.00,,1121.00,196.00
1890,Feb,East Coast South,TRC,79.00,93.10,67.90,0.00,0.00,58.00,2292.00,,414.00,428.00
1890,Feb,East Coast South,MDS,76.10,87.30,66.00,0.00,0.00,80.00,1102.00,,8.00,280.00
1890,Feb,East Coast Central,MSL,NA,NA,NA,0.00,0.00,NA,2112.00,,0.00,1032.00
1890,Feb,Central,BLL,79.20,93.80,64.00,0.00,0.00,38.00,1079.00,,0.00,347.00
1890,Feb,East Coast North,VZG,77.90,81.00,69.30,0.00,0.00,67.00,2020.00,,0.00,1782.00
1890,Mar,South,MDR,NA,NA,NA,0.66,2.00,NA,2252.00,,363.00,608.00
1890,Mar,South Central,SLM,84.50,99.10,73.90,2.26,4.00,64.00,2423.00,,158.00,1080.00
1890,Mar,South Central,CMB,NA,NA,NA,0.91,4.00,NA,2700.00,,153.00,1212.00
1890,Mar,East Coast South,NGP,NA,NA,NA,0.00,0.00,NA,3610.00,,340.00,249.00
1890,Mar,East Coast South,TRC,85.80,99.60,75.40,0.15,1.00,58.00,2083.00,,166.00,482.00
1890,Mar,East Coast South,MDS,81.50,90.60,74.30,0.00,0.00,77.00,1262.00,,11.00,363.00
1890,Mar,East Coast Central,MSL,NA,NA,NA,0.00,0.00,NA,1969.00,,0.00,852.00
1890,Mar,Central,BLL,86.20,99.90,73.60,0.12,1.00,43.00,1382.00,,0.00,483.00
1890,Mar,East Coast North,VZG,84.00,86.50,78.20,0.19,3.00,65.00,1907.00,,0.00,1632.00
1890,Apr,South,MDR,NA,NA,NA,2.56,4.00,NA,3052.00,,212.00,1381.00
1890,Apr,South Central,SLM,85.90,100.50,76.10,0.73,7.00,63.00,3343.00,,128.00,1818.00
1890,Apr,South Central,CMB,NA,NA,NA,3.20,10.00,NA,3024.00,,293.00,1384.00
1890,Apr,East Coast South,NGP,NA,NA,NA,0.09,1.00,NA,3989.00,,388.00,493.00
1890,Apr,East Coast South,TRC,87.90,102.00,77.90,0.52,2.00,54.00,2601.00,,265.00,708.00
1890,Apr,East Coast South,MDS,84.00,93.80,77.40,0.17,1.00,77.00,1459.00,,0.00,586.00
1890,Apr,East Coast Central,MSL,NA,NA,NA,0.00,0.00,NA,2115.00,,0.00,910.00
1890,Apr,Central,BLL,87.60,102.00,75.70,1.29,7.00,48.00,3076.00,,0.00,1982.00
1890,Apr,East Coast North,VZG,86.50,88.20,81.30,2.17,1.00,64.00,1511.00,,0.00,1204.00
1890,May,South,MDR,NA,NA,NA,3.04,9.00,NA,3291.00,,306.00,1381.00
1890,May,South Central,SLM,85.40,100.10,75.30,4.39,11.00,56.00,5618.00,,176.00,3815.00
1890,May,South Central,CMB,NA,NA,NA,2.50,5.00,NA,4336.00,,364.00,2523.00
1890,May,East Coast South,NGP,NA,NA,NA,0.12,1.00,NA,4638.00,,337.00,724.00
1890,May,East Coast South,TRC,89.80,104.30,79.30,0.95,4.00,50.00,3844.00,,73.00,1587.00
1890,May,East Coast South,MDS,87.40,101.30,82.00,0.00,0.00,72.00,1268.00,,0.00,442.00
1890,May,East Coast Central,MSL,NA,NA,NA,0.00,0.00,NA,3916.00,,0.00,1954.00
1890,May,Central,BLL,88.40,101.70,76.70,2.34,5.00,46.00,2084.00,,0.00,1024.00
1890,May,East Coast North,VZG,89.10,91.00,84.50,2.01,2.00,67.00,1873.00,,0.00,1547.00
1890,Jun,South,MDR,NA,NA,NA,4.51,7.00,NA,2374.00,,235.00,727.00
1890,Jun,South Central,SLM,82.60,94.00,74.30,3.38,11.00,72.00,3135.00,,167.00,1696.00
1890,Jun,South Central,CMB,NA,NA,NA,0.42,5.00,NA,3191.00,,455.00,1396.00
1890,Jun,East Coast South,NGP,NA,NA,NA,2.39,7.00,NA,4255.00,,858.00,341.00
1890,Jun,East Coast South,TRC,87.30,98.60,78.70,4.66,5.00,55.00,2240.00,,124.00,622.00
1890,Jun,East Coast South,MDS,84.40,95.60,79.10,6.07,10.00,72.00,1080.00,,0.00,326.00
1890,Jun,East Coast Central,MSL,NA,NA,NA,4.86,17.00,NA,2920.00,,0.00,1350.00
1890,Jun,Central,BLL,82.10,92.50,75.20,0.70,5.00,60.00,1421.00,,0.00,504.00
1890,Jun,East Coast North,VZG,86.30,87.90,82.30,5.69,8.00,68.00,2222.00,,0.00,1926.00
1890,Jul,South,MDR,NA,NA,NA,2.86,9.00,NA,2164.00,,56.00,767.00
1890,Jul,South Central,SLM,80.20,91.70,72.30,6.81,15.00,75.00,2908.00,,113.00,1317.00
1890,Jul,South Central,CMB,NA,NA,NA,0.27,6.00,NA,2658.00,,158.00,1097.00
1890,Jul,East Coast South,NGP,NA,NA,NA,1.86,5.00,NA,4705.00,,721.00,338.00
1890,Jul,East Coast South,TRC,85.00,96.60,77.00,2.11,5.00,58.00,2320.00,,66.00,603.00
1890,Jul,East Coast South,MDS,82.80,92.70,76.40,7.28,11.00,74.00,1450.00,,37.00,374.00
1890,Jul,East Coast Central,MSL,NA,NA,NA,4.22,16.00,NA,3421.00,,0.00,1487.00
1890,Jul,Central,BLL,79.90,89.70,74.10,1.00,6.00,65.00,1458.00,,0.00,475.00
1890,Jul,East Coast North,VZG,86.30,87.90,82.30,3.71,15.00,70.00,2090.00,,0.00,1784.00
1890,Aug,South,MDR,NA,NA,NA,5.98,12.00,NA,2067.00,,26.00,590.00
1890,Aug,South Central,SLM,79.00,89.80,72.00,3.83,14.00,77.00,2857.00,,26.00,1379.00
1890,Aug,South Central,CMB,NA,NA,NA,1.96,6.00,NA,2624.00,,69.00,1111.00
1890,Aug,East Coast South,NGP,NA,NA,NA,3.69,9.00,NA,4329.00,,207.00,302.00
1890,Aug,East Coast South,TRC,83.40,94.80,75.80,3.84,7.00,61.00,2434.00,,56.00,586.00
1890,Aug,East Coast South,MDS,81.50,90.80,76.50,2.20,12.00,77.00,2162.00,,308.00,483.00
1890,Aug,East Coast Central,MSL,NA,NA,NA,4.01,15.00,NA,3816.00,,0.00,1565.00
1890,Aug,Central,BLL,80.10,89.70,72.60,1.00,6.00,69.00,1556.00,,0.00,413.00
1890,Aug,East Coast North,VZG,85.00,86.60,80.30,4.23,11.00,71.00,2162.00,,0.00,1836.00
1890,Sep,South,MDR,NA,NA,NA,3.93,7.00,NA,2333.00,,15.00,744.00
1890,Sep,South Central,SLM,79.50,91.20,72.00,2.38,9.00,79.00,2891.00,,42.00,1297.00
1890,Sep,South Central,CMB,NA,NA,NA,0.58,6.00,NA,2655.00,,18.00,1080.00
1890,Sep,East Coast South,NGP,NA,NA,NA,5.24,11.00,NA,4385.00,,190.00,297.00
1890,Sep,East Coast South,TRC,83.20,95.50,75.40,2.68,7.00,62.00,2277.00,,1.00,498.00
1890,Sep,East Coast South,MDS,82.40,92.00,77.00,2.43,13.00,78.00,2072.00,,224.00,530.00
1890,Sep,East Coast Central,MSL,NA,NA,NA,3.32,11.00,NA,3362.00,,0.00,1350.00
1890,Sep,Central,BLL,78.90,88.60,72.00,5.89,13.00,72.00,1378.00,,0.00,358.00
1890,Sep,East Coast North,VZG,84.90,86.20,80.40,5.74,12.00,71.00,2614.00,,0.00,2285.00
1890,Oct,South,MDR,NA,NA,NA,10.92,13.00,NA,2108.00,,55.00,568.00
1890,Oct,South Central,SLM,79.60,91.60,71.70,1.94,10.00,77.00,3026.00,,94.00,1312.00
1890,Oct,South Central,CMB,NA,NA,NA,8.02,16.00,NA,2628.00,,3.00,1049.00
1890,Oct,East Coast South,NGP,NA,NA,NA,12.16,14.00,NA,4189.00,,157.00,306.00
1890,Oct,East Coast South,TRC,80.50,91.20,73.50,14.48,14.00,72.00,2427.00,,3.00,574.00
1890,Oct,East Coast South,MDS,81.20,91.10,74.60,4.36,12.00,81.00,1440.00,,93.00,375.00
1890,Oct,East Coast Central,MSL,NA,NA,NA,5.88,6.00,NA,2842.00,,0.00,1007.00
1890,Oct,Central,BLL,78.40,89.00,70.60,5.98,11.00,69.00,1430.00,,0.00,449.00
1890,Oct,East Coast North,VZG,83.40,84.80,78.40,7.31,8.00,71.00,2122.00,,0.00,1847.00
1890,Nov,South,MDR,NA,NA,NA,4.33,8.00,NA,1991.00,,39.00,625.00
1890,Nov,South Central,SLM,76.80,87.70,68.50,5.70,7.00,77.00,3556.00,,259.00,1470.00
1890,Nov,South Central,CMB,NA,NA,NA,0.76,1.00,NA,2732.00,,1.00,1062.00
1890,Nov,East Coast South,NGP,NA,NA,NA,15.56,21.00,NA,3936.00,,35.00,295.00
1890,Nov,East Coast South,TRC,78.40,87.40,72.00,5.13,11.00,77.00,2557.00,,29.00,494.00
1890,Nov,East Coast South,MDS,78.20,85.80,72.20,4.59,14.00,84.00,1062.00,,0.00,282.00
1890,Nov,East Coast Central,MSL,NA,NA,NA,10.46,10.00,NA,3076.00,,0.00,1246.00
1890,Nov,Central,BLL,73.80,84.80,65.20,4.54,9.00,78.00,1441.00,,0.00,481.00
1890,Nov,East Coast North,VZG,77.90,79.80,72.00,4.82,8.00,75.00,2218.00,,0.00,1972.00
1890,Dec,South,MDR,NA,NA,NA,0.10,2.00,NA,2786.00,,219.00,864.00
1890,Dec,South Central,SLM,76.50,89.40,65.40,0.04,1.00,75.00,3828.00,,373.00,1585.00
1890,Dec,South Central,CMB,NA,NA,NA,0.02,1.00,NA,3091.00,,49.00,1211.00
1890,Dec,East Coast South,NGP,NA,NA,NA,0.77,4.00,NA,4099.00,,120.00,322.00
1890,Dec,East Coast South,TRC,77.60,88.10,68.60,0.32,2.00,69.00,3183.00,,264.00,696.00
1890,Dec,East Coast South,MDS,77.10,86.60,69.30,0.49,7.00,82.00,1111.00,,0.00,269.00
1890,Dec,East Coast Central,MSL,NA,NA,NA,1.13,3.00,NA,3000.00,,0.00,1076.00
1890,Dec,Central,BLL,73.40,86.10,62.70,0.30,2.00,NA,1433.00,,0.00,466.00
1890,Dec,East Coast North,VZG,78.00,80.40,71.20,0.58,1.00,66.00,2329.00,,0.00,2072.00
1891,Jan,South,MDR,74.50,88.90,68.30,0.00,0.00,72.00,2238.00,,29.00,755.00
1891,Jan,South Central,SLM,70.90,89.60,63.60,0.15,1.00,82.00,3562.00,,443.00,1397.00
1891,Jan,South Central,CMB,69.40,85.00,61.50,0.43,1.00,83.00,3117.00,,66.00,1310.00
1891,Jan,East Coast South,NGP,74.20,83.00,69.10,0.30,1.00,82.00,4680.00,,638.00,313.00
1891,Jan,East Coast South,TRC,73.80,89.20,66.90,0.00,0.00,74.00,3418.00,,649.00,672.00
1891,Jan,East Coast South,MDS,75.10,87.30,67.70,0.00,0.00,78.00,1266.00,,18.00,323.00
1891,Jan,East Coast Central,MSL,71.40,83.80,65.60,0.00,0.00,85.00,3420.00,,0.00,1164.00
1891,Jan,Central,BLL,67.90,86.90,59.70,0.00,0.00,76.00,1638.00,,0.00,617.00
1891,Jan,East Coast North,VZG,70.80,78.60,66.50,0.00,0.00,72.00,2589.00,,12.00,2278.00
1891,Feb,South,MDR,76.80,90.70,71.10,0.84,3.00,75.00,2136.00,,3.00,628.00
1891,Feb,South Central,SLM,74.50,92.70,68.40,1.25,2.00,79.00,2757.00,,175.00,1117.00
1891,Feb,South Central,CMB,72.20,89.30,65.40,1.52,4.00,84.00,2835.00,,148.00,1111.00
1891,Feb,East Coast South,NGP,77.70,84.70,72.30,1.41,3.00,79.00,3807.00,,326.00,290.00
1891,Feb,East Coast South,TRC,75.70,90.10,70.40,6.94,4.00,81.00,2488.00,,171.00,533.00
1891,Feb,East Coast South,MDS,77.20,87.90,69.90,0.62,1.00,80.00,1042.00,,1.00,252.00
1891,Feb,East Coast Central,MSL,75.30,86.60,70.40,0.00,0.00,84.00,3031.00,,6.00,973.00
1891,Feb,Central,BLL,73.20,92.80,65.80,0.00,0.00,67.00,1403.00,,1.00,537.00
1891,Feb,East Coast North,VZG,76.10,81.60,72.70,0.09,1.00,72.00,1840.00,,0.00,1556.00
1891,Mar,South,MDR,79.20,94.90,73.00,1.20,2.00,77.00,2338.00,,76.00,671.00
1891,Mar,South Central,SLM,77.50,98.60,71.50,0.29,1.00,78.00,2566.00,,212.00,1065.00
1891,Mar,South Central,CMB,75.30,97.00,69.20,0.36,2.00,78.00,2648.00,,178.00,977.00
1891,Mar,East Coast South,NGP,81.10,86.10,75.50,0.00,0.00,78.00,3305.00,,40.00,233.00
1891,Mar,East Coast South,TRC,75.60,95.80,72.10,0.65,1.00,79.00,2203.00,,118.00,483.00
1891,Mar,East Coast South,MDS,80.30,90.00,72.20,0.00,0.00,77.00,1208.00,,0.00,311.00
1891,Mar,East Coast Central,MSL,84.10,89.90,74.90,0.66,1.00,85.00,2924.00,,1.00,761.00
1891,Mar,Central,BLL,80.60,99.10,72.20,0.11,1.00,60.00,1398.00,,5.00,578.00
1891,Mar,East Coast North,VZG,81.20,85.10,77.50,0.28,2.00,72.00,1532.00,,0.00,1259.00
1891,Apr,South,MDR,82.40,96.40,75.80,7.13,3.00,71.00,2644.00,,460.00,649.00
1891,Apr,South Central,SLM,82.40,101.20,76.10,1.33,2.00,75.00,2672.00,,304.00,1030.00
1891,Apr,South Central,CMB,79.40,97.90,72.40,1.43,3.00,78.00,3047.00,,697.00,992.00
1891,Apr,East Coast South,NGP,85.00,92.00,79.20,0.00,0.00,73.00,3535.00,,57.00,329.00
1891,Apr,East Coast South,TRC,84.30,100.60,77.20,0.32,1.00,71.00,2635.00,,364.00,548.00
1891,Apr,East Coast South,MDS,84.80,93.50,76.70,0.00,0.00,73.00,1183.00,,3.00,338.00
1891,Apr,East Coast Central,MSL,84.80,95.50,7.40,0.00,0.00,82.00,2958.00,,1.00,798.00
1891,Apr,Central,BLL,85.70,103.30,77.20,0.03,1.00,54.00,1604.00,,51.00,624.00
1891,Apr,East Coast North,VZG,85.10,90.10,81.80,0.50,1.00,67.00,1615.00,,0.00,1325.00
1891,May,South,MDR,84.70,99.00,79.00,0.14,0.00,71.00,2474.00,,96.00,732.00
1891,May,South Central,SLM,84.10,101.20,79.20,1.05,2.00,69.00,2759.00,,241.00,1099.00
1891,May,South Central,CMB,80.50,96.30,73.60,1.72,3.00,80.00,2899.00,,440.00,944.00
1891,May,East Coast South,NGP,85.30,95.20,80.30,3.50,3.00,74.00,4013.00,,230.00,405.00
1891,May,East Coast South,TRC,86.30,102.00,80.70,0.58,2.00,65.00,2688.00,,212.00,587.00
1891,May,East Coast South,MDS,86.70,95.60,79.50,0.49,2.00,74.00,1307.00,,3.00,377.00
1891,May,East Coast Central,MSL,87.40,97.80,81.10,1.51,3.00,77.00,3121.00,,1.00,991.00
1891,May,Central,BLL,86.40,103.00,78.90,2.59,3.00,55.00,1865.00,,111.00,642.00
1891,May,East Coast North,VZG,87.00,90.10,83.60,1.58,2.00,69.00,1556.00,,0.00,1182.00
1891,Jun,South,MDR,84.60,97.80,76.90,2.12,3.00,64.00,2109.00,,84.00,732.00
1891,Jun,South Central,SLM,79.70,95.20,74.70,4.46,7.00,74.00,2566.00,,70.00,1099.00
1891,Jun,South Central,CMB,76.40,88.70,71.20,0.39,1.00,84.00,2487.00,,197.00,944.00
1891,Jun,East Coast South,NGP,86.00,98.30,79.40,0.12,1.00,62.00,4141.00,,187.00,405.00
1891,Jun,East Coast South,TRC,85.00,101.70,79.30,0.46,1.00,66.00,2262.00,,104.00,587.00
1891,Jun,East Coast South,MDS,88.60,102.50,81.90,0.20,1.00,61.00,1549.00,,27.00,377.00
1891,Jun,East Coast Central,MSL,88.50,105.90,82.30,2.90,4.00,76.00,3523.00,,3.00,991.00
