Year,Month,Met region,Station ,Tmean,Tmean max,Tmean min,Rtotal,Rdays,Hmean ,Mch,Mfv,,
1892,May,,HYD,85.1,106.6,79.1,0,0,59,1,802,,
1892,May,,KAR,84.8,93,80.3,0,0,75,3,725,,
1892,Jun,,JAC,92.2,111.8,83.3,0.27,2,47,440,250,,
1892,,,,,,,,,,641,1644,,
1892,Jun,,HYD,86.7,103.7,80.8,0.78,1,63,1382,861,,
1892,Jun,,KAR,87,93.9,83,0,0,74,1352,578,,
1892,Jul,,JAC,90.2,106.6,83.5,2.5,5,63,87,243,,
1892,,,,,,,,,,1415,1963,,
1892,Jul,,HYD,85.5,99.2,81.5,6.89,8,71,2891,1177,,
1892,Jul,,KAR,84.8,91.4,81.5,10.94,8,83,2523,870,,
1892,Aug,,JAC,86.8,101.9,82,1.34,2,72,20,413,,
1892,,,,,,,,,,377,2435,,
1892,Aug,,HYD,82.4,93.9,79.4,2.88,3,74,1302,1564,,
1892,Aug,,KAR,82.9,89.9,80.6,0.57,2,85,1959,1000,,
1892,Sep,,JAC,84.9,105.8,76.6,0,0,64,3,892,,
1892,,,,,,,,,,98,4556,,
1892,Sep,,HYD,81.6,99.2,77.1,0,0,69,169,2287,,
1892,Sep,,KAR,81.5,91,77.6,0.07,1,79,443,1337,,
1892,Oct,,JAC,74.6,99.1,61.5,0,0,50,0,892,,
1892,,,,,,,,,,10,4556,,
1892,Oct,,HYD,76.6,96.6,70.7,0,0,57,17,2287,,
1892,Oct,,KAR,77.7,93.1,71.6,0,0,73,175,1337,,
1892,Nov,,JAC,60.2,86.8,48.3,0,0,46,34,794,,
1892,,,,,,,,,,5,4777,,
1892,Nov,,HYD,65.9,88,59,0,0,45,0,2475,,
1892,Nov,,KAR,67.3,86.3,59.8,0,0,60,12,1756,,
1892,Dec,,JAC,49.3,75.3,42.5,0.21,1,56,0,451,,
1892,,,,,,,,,,0,2982,,
1892,Dec,,HYD,55.6,76.3,52.4,0,0,55,0,1911,,
1892,Dec,,KAR,60.6,78.8,55.3,0,0,57,33,1326,,
1893,Jan,SIND,JAC,50.4,70.7,44.4,0.3,1,73,0,287,,
1893,,,,,,,,,,0,2231,,
1893,Jan,,HYD,54.2,75.2,50.7,0.27,1,69,0,1489,,
1893,Jan,,KAR,58.1,74.6,55.7,1.27,3,76,0,1013,,
1893,Feb,,JAC,51.3,67.4,44.8,1.54,5,70,0,220,,
1893,,,,,,,,,,0,1484,,
1893,Feb,,HYD,54.2,71.6,50.7,0.97,4,74,0,1180,,
1893,Feb,,KAR,56.8,71.3,53.9,2.94,8,81,0,856,,
1893,Mar,,JAC,69.1,89,59.2,0,0,38,0,191,,
1893,,,,,,,,,,0,1119,,
1893,Mar,,HYD,69.1,89.8,62.8,0,0,46,0,1159,,
1893,Mar,,KAR,69.7,84.5,64.6,0,0,76,0,711,,
1893,Apr,,JAC,82.7,104.5,70,0.39,1,41,0,175,,
1893,,,,,,,,,,0,1174,,
1893,Apr,,HYD,81.3,104,73.1,0.48,1,51,0,980,,
1893,Apr,,KAR,78.8,91.4,73.4,0.05,1,82,0,587,,
1893,May,,JAC,89.2,109.5,79.6,0.07,1,50,0,145,,
1893,,,,,,,,,,0,983,,
1893,May,,HYD,85.4,103.5,79.4,0,0,61,0,829,,
1893,May,,KAR,85.2,92.9,79.8,0,0,77,1,615,,
1893,Jun,,JAC,92.2,111,84.7,1.33,2,53,0,159,,
1893,,,,,,,,,,0,1031,,
1893,Jun,,HYD,86.3,103.4,80.6,1.18,3,65,0,675,,
1893,Jun,,KAR,85.7,93.1,80.2,6.5,2,80,0,476,,
1893,Jul,,JAC,88.2,105.7,83.2,0.13,1,70,0,115,,
1893,,,,,,,,,,0,837,,
1893,Jul,,HYD,83.7,96.5,79.7,0.86,2,70,0,680,,
1893,Jul,,KAR,82.6,88.6,79,0.76,3,88,0,407,,
1893,Aug,,JAC,86.8,106.6,80.7,0.07,1,68,0,129,,
1893,,,,,,,,,,0,799,,
1893,Aug,,HYD,82.4,96.6,78.7,0,0,68,0,634,,
1893,Aug,,KAR,81.6,88.9,78.4,0,0,85,0,445,,
1893,Sep,,JAC,83.4,103.4,76.7,0,0,67,0,194,,
1893,,,,,,,,,,0,992,,
1893,Sep,,HYD,80.8,97.5,76.6,0,0,68,0,693,,
1893,Sep,,KAR,79.8,87.7,76.4,0,0,82,0,449,,
1893,Oct,,JAC,74.2,99.1,62,0,0,53,0,301,,
1893,,,,,,,,,,0,1788,,
1893,Oct,,HYD,76.8,95.9,70.7,0,0,61,0,1672,,
1893,Oct,,KAR,76.2,90.7,70.1,0,0,79,0,647,,
1893,Nov,,JAC,60.6,86.6,49.2,0,0,54,0,331,,
1893,,,,,,,,,,0,2156,,
1893,Nov,,HYD,64.6,85.5,58.6,0.01,1,51,0,1541,,
1893,Nov,,KAR,68.9,86.3,61.3,0,0,56,0,900,,
1893,Dec,,JAC,52.8,79,45.9,0,0,62,0,319,,
1893,,,,,,,,,,0,2162,,
1893,Dec,,HYD,58.7,81.4,55,0.36,1,59,0,1705,,
1893,Dec,,KAR,63,81.4,57.4,0.67,1,61,0,1101,,
1894,Jan,SIND,JAC,47.9,68.1,44.5,1.2,5,71,0,303,,
1894,,,,,,,,,,0,2067,,
1894,Jan,,HYD,52.9,70.9,50.4,0.34,1,71,0,1565,,
1894,Jan,,KAR,57.8,72.3,53.8,2.81,4,82,0,1294,,
1894,Feb,,JAC,56.2,75,51.3,0.05,1,68,0,192,,
1894,,,,,,,,,,0,1342,,
1894,Feb,,HYD,59.1,78.3,55.5,0.54,1,64,0,1416,,
1894,Feb,,KAR,61.5,77.5,55.2,0.93,2,85,0,1102,,
1894,Mar,,JAC,70,89.5,59.6,0,0,39,0,180,,
1894,,,,,,,,,,0,1172,,
1894,Mar,,HYD,71.1,92.1,64.7,0.04,1,48,0,1106,,
1894,Mar,,KAR,69.9,87.3,65.4,0.02,1,80,0,759,,
1894,Apr,,JAC,82.6,104.4,69,0,0,35,0,179,,
1894,,,,,,,,,,0,1012,,
1894,Apr,,HYD,81.6,102.8,73.3,0.05,1,48,0,862,,
1894,Apr,,KAR,79.2,92.4,73.7,0,0,76,0,661,,
1894,May,,JAC,91,114.3,78,0,0,41,0,167,,
1894,,,,,,,,,,0,1047,,
1894,May,,HYD,85,105.5,78,0,0,60,0,777,,
1894,May,,KAR,83.6,92.4,78.4,0,0,81,0,615,,
1894,Jun,,JAC,91.7,113.3,85.2,0,0,55,0,187,,
1894,,,,,,,,,,0,1017,,
1894,Jun,,HYD,87.4,104.4,82,0.62,2,64,0,549,,
1894,Jun,,KAR,87.3,94.5,82.4,0,0,81,0,509,,
1894,Jul,,JAC,89.7,105,84.7,0.22,1,65,0,148,,
1894,,,,,,,,,,0,765,,
1894,Jul,,HYD,83,94.8,79.2,8.9,11,75,0,510,,
1894,Jul,,KAR,81.3,87.5,77.9,18.63,9,87,0,387,,
1894,Aug,,JAC,85.2,103.9,81.4,0.05,1,71,0,165,,
1894,,,,,,,,,,0,844,,
1894,Aug,,HYD,81.4,94.2,78.4,0.05,1,72,0,689,,
1894,Aug,,KAR,81.2,87.2,78.4,0,0,80,0,502,,
1894,Sep,,JAC,84.2,104,76.6,0,0,69,0,315,,
1894,,,,,,,,,,0,1337,,
1894,Sep,,HYD,80.3,96,75.7,0.29,1,72,0,834,,
1894,Sep,,KAR,80.2,88.2,76.8,0,0,80,0,580,,
1894,Oct,,JAC,73.8,98.9,61.2,0,0,58,0,515,,
1894,,,,,,,,,,0,2234,,
1894,Oct,,HYD,76.6,95.7,69.8,0,0,57,0,1156,,
1894,Oct,,KAR,76.4,91.1,69,0,0,64,0,730,,
1894,Nov,,JAC,63.3,87.2,51.9,0,0,55,0,565,,
1894,,,,,,,,,,0,2840,,
1894,Nov,,HYD,n/a,n/a,n/a,n/a,n/a,n/a,0,1630,,
1894,Nov,,KAR,67.3,87,61.6,0,0,69,0,1086,,
1894,Dec,,JAC,50.5,73.6,43.8,0.07,1,60,0,403,,
1894,,,,,,,,,,0,2170,,
1894,Dec,,HYD,n/a,n/a,n/a,n/a,n/a,n/a,0,1561,,
1894,Dec,,KAR,58.6,77.2,54.5,0.32,1,57,0,1022,,
1895,Jan,SIND,JAC,47.1,69.6,41.5,0.53,2,59,0,291,,
1895,,,,,,,,,,0,2219,,
1895,Jan,,HYD,n/a,n/a,n/a,n/a,n/a,n/a,0,1486,,
1895,Jan,,KAR,57.2,73.6,51.4,0.24,1,58,0,1132,,
1895,Feb,,JAC,58.6,84,49.2,0,0,47,0,264,,
1895,,,,,,,,,,0,1636,,
1895,Feb,,HYD,n/a,n/a,n/a,n/a,n/a,n/a,0,1187,,
1895,Feb,,KAR,61.1,81.3,57.7,0.32,1,69,0,830,,
1895,Mar,,JAC,71.4,91.2,60.5,,,,0,239,,
1895,,,,,,,,,,0,1427,,
1895,Mar,,HYD,n/a,n/a,n/a,n/a,n/a,n/a,0,1344,,
1895,Mar,,KAR,70.8,85.3,65.9,0.07,1,76,0,733,,
1895,Apr,,JAC,85.9,106,72.6,0.04,1,52,0,239,,
1895,,,,,,,,,,0,1316,,
1895,Apr,,HYD,82.4,104.2,72.4,0,0,50,0,1001,,
1895,Apr,,KAR,78.7,89.5,72.7,0,0,80,0,692,,
1895,May,,JAC,94.6,117.3,81.1,0,0,57,0,212,,
1895,,,,,,,,,,0,1218,,
1895,May,,HYD,86.7,108.3,78,0,0,54,0,823,,
1895,May,,KAR,83.5,91.6,78,0,0,78,0,589,,
1895,Jun,,JAC,93.9,112,87.6,0.11,1,66,0,162,,
1895,,,,,,,,,,0,1264,,
1895,Jun,,HYD,88.7,104.7,82.5,0.38,2,64,0,709,,
1895,Jun,,KAR,86.8,94.6,82.7,0.75,3,77,0,588,,
1895,Jul,,JAC,91.1,109.7,85.1,0,0,68,0,166,,
1895,,,,,,,,,,0,956,,
1895,Jul,,HYD,87.5,101,81.8,0.09,1,61,0,651,,
1895,Jul,,KAR,86,93.7,82,0.13,1,76,0,549,,
1895,Aug,,JAC,86.5,102.6,82.2,1.92,3,73,0,149,,
1895,,,,,,,,,,0,974,,
1895,Aug,,HYD,83.1,95.7,78.6,5.12,3,69,0,624,,
1895,Aug,,KAR,82.2,88.4,78.8,3.21,3,84,0,499,,
1895,Sep,,JAC,82.7,103.6,74.2,0.25,1,67,0,203,,
1895,,,,,,,,,,0,1217,,
1895,Sep,,HYD,81.6,97.4,74.8,0,0,66,0,643,,
1895,Sep,,KAR,80.3,88.4,76.3,0,0,92,0,502,,
1895,Oct,,JAC,76.7,99.2,64,0,0,45,0,352,,
1895,,,,,,,,,,0,1575,,
1895,Oct,,HYD,80.7,99.4,69.5,0,0,43,0,880,,
1895,Oct,,KAR,77.8,93.2,70.8,0,0,70,0,647,,
1895,Nov,,JAC,65,87.8,55.7,0.02,1,53,0,353,,
1895,,,,,,,,,,0,1548,,
1895,Nov,,HYD,70.5,90.1,62.7,0,0,50,0,1102,,
1895,Nov,,KAR,72.2,87.3,65,0,0,64,0,828,,
1895,Dec,,JAC,54.1,77.5,46.5,0.03,1,65,0,461,,
1895,,,,,,,,,,0,1732,,
1895,Dec,,HYD,59.7,80.6,53.8,0,0,53,0,1353,,
1895,Dec,,KAR,63.1,82,57.2,0.13,1,56,0,1111,,
1896,Jan,SIND,JAC,50.7,76.6,46.4,0.15,1,67,0,692,,
1896,,,,,,,,,,0,2718,,
1896,Jan,,HYD,58.2,81,53.2,0,0,61,0,2259,,
1896,Jan,,KAR,62.7,81.9,57.7,0,0,61,0,1699,,
1896,Feb,,JAC,55.2,78.9,50.1,0.19,1,61,0,338,,
1896,,,,,,,,,,0,1767,,
1896,Feb,,HYD,62.4,83.8,56.6,0,0,52,0,2071,,
1896,Feb,,KAR,67.1,81.6,61.8,0.01,1,69,0,1241,,
1896,Mar,,JAC,70.1,91.5,62.4,0.61,3,54,0,274,,
1896,,,,,,,,,,0,1523,,
1896,Mar,,HYD,74.5,95.4,66.1,0,0,52,0,1552,,
1896,Mar,,KAR,75.3,87.2,68.2,0,0,79,0,987,,
1896,Apr,,JAC,88.4,104.4,71.6,0,0,31,0,283,,
1896,,,,,,,,,,0,1288,,
1896,Apr,,HYD,84.8,106,74.6,0,0,34,0,1105,,
1896,Apr,,KAR,82.4,93.2,74.7,0,0,72,0,928,,
1896,May,,JAC,92.3,115,80.8,0,0,38,0,266,,
1896,,,,,,,,,,0,1382,,
1896,May,,HYD,87.5,108.1,79,0,0,52,0,1006,,
1896,May,,KAR,85.5,92.8,79.9,0,0,78,0,812,,
1896,Jun,,JAC,95.9,114.8,88.6,0.05,1,48,0,320,,
1896,,,,,,,,,,0,1660,,
1896,Jun,,HYD,89.7,106.1,83.9,2.03,2,60,0,1040,,
1896,Jun,,KAR,87.7,94.6,83,7.3,2,78,0,760,,
1896,Jul,,JAC,90.1,109.2,85.6,1.56,2,64,0,288,,
1896,,,,,,,,,,0,1387,,
1896,Jul,,HYD,86.8,99.4,82.3,0.45,1,67,0,762,,
1896,Jul,,KAR,85.8,92.9,82.1,0.06,1,83,0,732,,
1896,Aug,,JAC,87.8,104.8,83.1,0.24,2,68,0,230,,
1896,,,,,,,,,,0,1310,,
1896,Aug,,HYD,83.7,96.1,79.7,0.6,2,70,0,688,,
1896,Aug,,KAR,82.5,88.8,79.2,4.51,3,87,0,552,,
1896,Sep,,JAC,82.4,103.1,77.2,0,0,67,0,239,,
1896,,,,,,,,,,0,1300,,
1896,Sep,,HYD,82.4,97.8,75.9,0,0,63,0,703,,
1896,Sep,,KAR,81.2,89.1,76.6,0,0,86,0,758,,
1896,Oct,,JAC,74.5,98.5,62.4,0,0,39,0,321,,
1896,,,,,,,,,,0,1629,,
1896,Oct,,HYD,79,99.2,69.6,0,0,50,0,852,,
1896,Oct,,KAR,78.2,93,70.9,0,0,77,0,918,,
1896,Nov,,JAC,62.8,86.7,56,0,0,54,0,323,,
1896,,,,,,,,,,0,1488,,
1896,Nov,,HYD,69.1,88.4,62.6,0,0,44,0,997,,
1896,Nov,,KAR,71.9,89.1,65.1,0,0,57,0,1084,,
1896,Dec,,JAC,46.1,77,39.9,0,0,58,0,290,,
1896,,,,,,,,,,0,1555,,
1896,Dec,,HYD,55.2,79.1,48,0,0,43,0,1118,,
1896,Dec,,KAR,57.9,81.6,52.4,0,0,49,0,1327,,
1897,Jan,SIND,JAC,46,72.9,42.5,0.03,1,59,0,265,,
1897,,,,,,,,,,0,1744,,
1897,Jan,,HYD,53.6,75.6,49.1,0,0,48,0,1190,,
1897,Jan,,KAR,58.1,76.1,52.8,0.1,1,58,0,2158,,
1897,Feb,,JAC,53.7,77.3,47.8,0.32,2,56,0,256,,
1897,,,,,,,,,,0,1383,,
1897,Feb,,HYD,59,81,52.9,0.03,1,56,0,1048,,
1897,Feb,,KAR,62.4,79.3,57,0.17,1,65,0,2021,,
1897,Mar,,JAC,67.1,89.3,58.1,0,0,32,0,203,,
1897,,,,,,,,,,0,1704,,
1897,Mar,,HYD,70.8,91.3,62.9,0,0,44,0,850,,
1897,Mar,,KAR,72.2,84.5,66.1,0,0,67,0,1862,,
1897,Apr,,JAC,79.5,100.6,68.7,0.25,1,36,0,261,,
1897,,,,,,,,,,0,1861,,
1897,Apr,,HYD,81.4,102.1,70.7,0.37,1,43,0,990,,
1897,Apr,,KAR,80.2,90.9,72.6,0,0,72,0,1259,,
1897,May,,JAC,93.3,114.6,81.3,0,0,32,0,287,,
1897,,,,,,,,,,0,1419,,
1897,May,,HYD,87.1,108.8,79.3,0,0,56,0,698,,
1897,May,,KAR,84.5,91.5,79.6,0,0,79,0,759,,
1897,Jun,,JAC,93.5,114.6,86.6,0.04,1,39,0,220,,
1897,,,,,,,,,,0,1182,,
1897,Jun,,HYD,90.4,110.1,83.5,0.03,1,51,0,617,,
1897,Jun,,KAR,87.3,96.1,82.7,0,0,76,0,517,,
1897,Jul,,JAC,91.3,108.8,86.1,1.16,2,62,0,171,,
1897,,,,,,,,,,0,1037,,
1897,Jul,,HYD,86.5,99.9,82.4,3.73,2,68,0,477,,
1897,Jul,,KAR,85.8,93.2,81.8,3.77,3,79,0,463,,
1897,Aug,,JAC,88,103.6,82.9,2.45,3,74,0,166,,
1897,,,,,,,,,,0,925,,
1897,Aug,,HYD,84,97.3,80.3,6.52,6,76,0,496,,
1897,Aug,,KAR,84,91,80.9,6.44,4,80,0,469,,
1897,Sep,,JAC,84.6,102.4,77.5,0.39,1,79,0,280,,
1897,,,,,,,,,,0,1000,,
1897,Sep,,HYD,83.6,96.3,78.4,0.24,1,69,0,657,,
1897,Sep,,KAR,83.7,91.7,79.2,1.59,3,77,1,636,,
1897,Oct,,JAC,71.2,99.8,59.2,0,0,57,0,526,,
1897,,,,,,,,,,0,3538,,
1897,Oct,,HYD,77.9,96.9,69.9,0,0,67,0,1482,,
1897,Oct,,KAR,78.7,91.5,70.3,0,0,78,0,965,,
1897,Nov,,JAC,62.1,90.7,54.2,0,0,67,0,640,,
1897,,,,,,,,,,0,5612,,
1897,Nov,,HYD,69.1,91.3,60.9,0,0,66,0,1917,,
1897,Nov,,KAR,70.9,87.7,63.7,0,0,72,0,1372,,
1897,Dec,,JAC,52.2,77.3,47.6,0.36,1,75,0,454,,
1897,,,,,,,,,,0,3560,,
1897,Dec,,HYD,59.8,80.9,54.2,0,0,62,0,1515,,
1897,Dec,,KAR,63.3,83,57.5,0,0,65,0,1109,,
1898,Jan,SIND,JAC,49.1,78.6,44.9,0.04,1,59,0,315,,
1898,,,,,,,,,,0,2357,,
1898,Jan,,HYD,57.3,81.9,53.1,0,0,58,0,1064,,
1898,Jan,,KAR,61.8,82.3,56.9,0,0,64,0,1063,,
1898,Feb,,JAC,54.5,80.9,49.3,0.03,1,51,0,207,,
1898,,,,,,,,,,0,1524,,
1898,Feb,,HYD,61.1,81.4,54.8,0.34,1,55,0,839,,
1898,Feb,,KAR,64.4,81.6,59.4,0.43,1,57,0,716,,
1898,Mar,,JAC,67.8,90.5,60,0,0,39,0,244,,
1898,,,,,,,,,,0,1399,,
1898,Mar,,HYD,69.6,92.1,61.4,0,0,43,0,740,,
1898,Mar,,KAR,70.6,86.4,64.6,0,0,59,0,716,,
1898,Apr,,JAC,83.7,108.9,71.2,0,0,39,0,183,,
1898,,,,,,,,,,0,1075,,
1898,Apr,,HYD,81.6,106.2,71.7,0,0,52,0,662,,
1898,Apr,,KAR,81,92,73.6,0,0,74,0,1096,,
1898,May,,JAC,89.3,112.1,79.2,0.23,1,43,0,217,,
1898,,,,,,,,,,0,1013,,
1898,May,,HYD,86.3,106.3,78.3,0.11,1,57,0,507,,
1898,May,,KAR,84.8,92.7,79.6,0,0,75,0,2177,,
1898,Jun,,JAC,93.2,117,86.9,0,0,58,0,185,,
1898,,,,,,,,,,0,844,,
1898,Jun,,HYD,88.6,104.4,83,0,0,58,0,469,,
1898,Jun,,KAR,86.5,94.4,82.5,0,0,75,0,759,,
1898,Jul,,JAC,90.6,108,85.4,2.9,3,65,0,152,,
1898,,,,,,,,,,0,881,,
1898,Jul,,HYD,85.6,98.5,81.2,3.2,6,69,0,416,,
1898,Jul,,KAR,84.5,91.9,80.7,2.17,4,78,0,444,,
1898,Aug,,JAC,84.9,106.4,80.4,0,0,72,0,147,,
1898,,,,,,,,,,0,802,,
1898,Aug,,HYD,82.5,95.9,78.8,0,0,65,0,466,,
1898,Aug,,KAR,81.3,88.7,78.3,0.07,1,78,0,431,,
1898,Sep,,JAC,83,104.8,77.5,0,0,76,0,191,,
1898,,,,,,,,,,0,938,,
1898,Sep,,HYD,80.9,97.7,76,0,0,67,0,472,,
1898,Sep,,KAR,80.8,88.9,77.2,0.57,1,75,0,315,,
1898,Oct,,JAC,73.1,101.9,61.8,0,0,n/a,0,288,,
1898,,,,,,,,,,0,1599,,
1898,Oct,,HYD,79,100.5,69.7,0,0,46,0,595,,
1898,Oct,,KAR,78.4,93.8,71.1,0,0,64,0,542,,
1898,Nov,,JAC,58.2,89,49.5,0,0,50,0,358,,
1898,,,,,,,,,,0,1841,,
1898,Nov,,HYD,67.6,89.2,60.8,0,0,40,0,749,,
1898,Nov,,KAR,71.6,90,63.6,0,0,47,0,673,,
1898,Dec,,JAC,48.2,77,42.5,0.05,1,59,0,263,,
1898,,,,,,,,,,0,1528,,
1898,Dec,,HYD,56.4,78.4,50.9,0,0,38,0,802,,
1898,Dec,,KAR,60.3,81,54.4,0,0,48,0,679,,
1899,Jan,SIND,JAC,44,74.2,37.6,0,0,49,0,280,,
1899,,,,,,,,,,0,1581,,
1899,Jan,,HYD,50.5,75.6,44.5,0,0,41,0,987,,
1899,Jan,,KAR,55.8,77,50.1,0,0,51,0,839,,
1899,Feb,,JAC,54.5,81.6,49.4,0.13,1,58,0,240,,
1899,,,,,,,,,,0,1319,,
1899,Feb,,HYD,61.2,84.4,55.7,0,0,52,0,1030,,
1899,Feb,,KAR,64.9,82.9,58.5,0,0,66,0,763,,
1899,Mar,,JAC,69.5,94,61.2,0.27,1,46,0,207,,
1899,,,,,,,,,,0,1180,,
1899,Mar,,HYD,71.2,94.9,64.3,1.11,1,57,0,987,,
1899,Mar,,KAR,73.4,87.2,67.3,0.36,1,73,1,606,,
1899,Apr,,JAC,82,104.6,69.9,0,0,33,0,182,,
1899,,,,,,,,,,0,1001,,
1899,Apr,,HYD,81.5,102.3,72.2,0,0,42,0,721,,
1899,Apr,,KAR,81.7,93.6,75.1,0,0,71,10,508,,
1899,May,,JAC,91.4,113.6,81.3,1.6,1,42,0,186,,
1899,,,,,,,,,,0,900,,
1899,May,,HYD,86.4,107.2,79,0,0,58,0,635,,
1899,May,,KAR,86,94.5,80.7,0,0,73,1804,525,,
1899,Jun,,JAC,91,114.1,84,0,0,53,0,169,,
1899,,,,,,,,,,0,791,,
1899,Jun,,HYD,86.7,103.2,81.2,0,0,58,0,582,,
1899,Jun,,KAR,87.3,96.2,81.9,0,0,72,390,378,,
1899,Jul,,JAC,87.3,110.5,83.6,0,0,72,0,133,,
1899,,,,,,,,,,0,790,,
1899,Jul,,HYD,84.7,99.2,80.9,0,0,63,0,462,,
1899,Jul,,KAR,83.1,90.9,80.4,0,0,84,105,320,,
1899,Aug,,JAC,85.5,107.3,80.6,0,0,70,0,158,,
1899,,,,,,,,,,0,694,,
1899,Aug,,HYD,82.8,96.5,78.6,0,0,64,0,417,,
1899,Aug,,KAR,82.1,90.2,79.4,0.09,1,84,57,341,,
1899,Sep,,JAC,82,106.8,74.1,0,0,70,0,238,,
1899,,,,,,,,,,0,936,,
1899,Sep,,HYD,80.4,98.8,75.3,0,0,66,0,564,,
1899,Sep,,KAR,80.4,89.2,77.2,0,0,79,18,409,,
1899,Oct,,JAC,74,100.7,61.8,0,0,50,0,345,,
1899,,,,,,,,,,0,1290,,
1899,Oct,,HYD,76.1,100.3,66.4,0,0,43,0,675,,
1899,Oct,,KAR,77.7,94.2,68.5,0,0,62,9,550,,
1899,Nov,,JAC,63.5,90.7,54.2,0,0,50,0,328,,
1899,,,,,,,,,,0,1381,,
1899,Nov,,HYD,68.3,91.2,60.2,0,0,42,0,926,,
1899,Nov,,KAR,71.1,90.4,63.7,0.18,1,64,0,685,,
1899,Dec,,JAC,54.1,81.7,48.1,0,0,57,0,317,,
1899,,,,,,,,,,0,1374,,
1899,Dec,,HYD,61.7,84.2,56.4,0,0,54,0,1093,,
1899,Dec,,KAR,66.4,84.9,61.3,0,0,63,0,679,,
1900,Jan,SIND,JAC,46.3,70.7,41.2,0.08,1,51,0,324,,
1900,,,,,,,,,,0,1490,,
1900,Jan,,HYD,52.1,72,47.2,0,0,38,0,1305,,
1900,Jan,,KAR,56.5,75.2,52.1,0,0,40,0,949,,
1900,Feb,,JAC,56.3,81.2,50,0,0,46,0,260,,
1900,,,,,,,,,,0,1281,,
1900,Feb,,HYD,60.7,82.7,54.3,0.04,1,44,0,1206,,
1900,Feb,,KAR,63.5,83,57.7,0,0,62,0,722,,
1900,Mar,,JAC,72.6,98.5,64.3,0.04,1,45,0,320,,
1900,,,,,,,,,,0,1266,,
1900,Mar,,HYD,73.6,98.5,66.4,0,0,52,0,1031,,
1900,Mar,,KAR,74.9,88.9,68.7,0,0,71,0,697,,
1900,Apr,,JAC,81.5,101.7,70.6,0.08,1,41,0,283,,
1900,,,,,,,,,,0,1405,,
1900,Apr,,HYD,82,102.3,73.2,0.03,1,44,0,943,,
1900,Apr,,KAR,81.9,94.3,75.4,0,0,66,0,600,,
1900,May,,JAC,90.2,112.1,80.4,0.05,1,42,0,319,,
1900,,,,,,,,,,0,1303,,
1900,May,,HYD,86,106.5,78,0,0,53,0,812,,
1900,May,,KAR,84.6,93.5,80.1,0,0,75,0,624,,
1900,Jun,,JAC,94.8,118,86,0,0,49,0,287,,
1900,,,,,,,,,,0,1213,,
1900,Jun,,HYD,88.8,108.7,82.5,0,0,62,59,817,,
1900,Jun,,KAR,87.8,96.9,83.7,0,0,75,0,634,,
1900,Jul,,JAC,90.7,112.5,85.9,0,0,61,0,236,,
1900,,,,,,,,,,1,1160,,
1900,Jul,,HYD,86.7,101.7,81.8,0.02,1,64,3105,923,,
1900,Jul,,KAR,84.9,93.7,83.2,0.1,1,80,310,604,,
1900,Aug,,JAC,89.1,107,83.7,3.35,2,64,0,267,,
1900,,,,,,,,,,40,1345,,
1900,Aug,,HYD,84.8,98.7,80.2,3.67,4,70,2372,1256,,
1900,Aug,,KAR,83.9,92,81.1,1.57,3,80,2200,1000,,
1900,Sep,,JAC,86.5,105.2,80.6,0.15,1,65,94,359,,
1900,,,,,,,,,,559,2350,,
1900,Sep,,HYD,83.7,99,78.4,0.04,1,66,358,1467,,
1900,Sep,,KAR,82.4,91.3,79.7,0.02,1,79,767,1195,,
1900,Oct,,JAC,73.9,99.5,62.6,0,0,51,152,491,,
1900,,,,,,,,,,273,2761,,
1900,Oct,,HYD,77.4,98.8,68.8,0,0,50,23,2152,,
1900,Oct,,KAR,78.5,94.3,71.5,0,0,62,452,1456,,
1900,Nov,,JAC,65.1,91.3,57.1,0.07,1,62,7,442,,
1900,,,,,,,,,,4,2200,,
1900,Nov,,HYD,69.9,91.1,62.8,0.06,1,53,38,3326,,
1900,Nov,,KAR,71.8,90.8,64,0.09,1,63,720,1649,,
1900,Dec,,JAC,52.3,73.1,47.2,1.43,4,70,0,371,,
1900,,,,,,,,,,0,1866,,
1900,Dec,,HYD,57,75.7,52.8,0.64,1,59,6,2724,,
1900,Dec,,KAR,62.2,80.6,56.9,0.3,1,52,107,1781,,
