Year,Month,Stations,Tmean,Tmean max,Tmean min,Rtotal,Rdays,Hmean ,Mch,Mfv,
1882,Apr,JES,83.1,97.3,74.3,1.93,6,64,781,1994,
1882,Apr,CAL,84.3,95.5,73.9,0.25,3,67,111,349,
1882,Apr,SAU,83.8,91.2,79.3,0.59,4,77,276,1729,
1882,Apr,BUR,84.3,98.7,74.9,0.78,4,53,579,2881,
1882,Apr,BRH,85.3,99.9,74.6,0.12,1,54,1082,2991,
1882,Apr,PUR,83.2,95.5,68.8,0.4,2,59,4914,2699,
1882,Apr,CUT,87.8,101,77.5,1.33,4,59,1348,1021,
1882,May,CHI,80.6,87,73.7,11.89,12,78,1272,1250,
1882,May,DAC,82.3,90,74.4,11.35,12,76,125,1656,
1882,May,JES,80.8,93.1,74.3,10.09,14,75,455,1862,
1882,May,CAL,83.7,93,73.8,6.05,12,71,148,336,
1882,May,SAU,84,91.3,78.2,5.42,8,80,267,1591,
1882,May,BUR,81.9,95.6,75.1,5.08,11,67,497,2350,
1882,May,BRH,81.2,93.3,74.3,9.61,11,77,378,1977,
1882,May,PUR,83.3,94.4,72.1,3.09,4,68,757,2425,
1882,May,CUT,86.9,97.6,77.5,5.63,14,66,1657,912,
1882,Jun,CHI,80.5,85.2,75.9,29.57,23,87,613,1211,
1882,Jun,DAC,83.1,87.8,78.1,18.67,21,86,56,1419,
1882,Jun,JES,82.2,90.8,78.4,14.56,20,85,169,1671,
1882,Jun,CAL,83.8,90.1,77.9,9.99,20,84,94,206,
1882,Jun,SAU,85.1,90.5,81.5,7.29,14,84,101,1291,
1882,Jun,BUR,83.1,92.8,79.4,9.16,16,80,364,2161,
1882,Jun,BRH,82.4,91.5,78.2,17.05,13,88,137,1533,
1882,Jun,PUR,83.3,91,77.1,10.45,18,83,64,1517,
1882,Jun,CUT,86.7,95.1,80.3,6.79,17,72,772,1129,
1882,Jul,CHI,81.6,86.7,76.9,7.61,24,85,147,1110,
1882,Jul,DAC,84.9,89.2,80.2,5.69,23,83,44,1383,
1882,Jul,JES,82.9,90.5,79.4,7.08,25,85,118,1837,
1882,Jul,CAL,82.8,88.3,78.2,11.76,28,86,36,282,
1882,Jul,SAU,82.8,88.5,80.5,12.3,22,86,67,1779,
1882,Jul,BUR,82.6,90,79.4,10.56,21,83,340,2731,
1882,Jul,BRH,82.5,89,78.9,4.92,18,89,15,1889,
1882,Jul,PUR,85,91.5,78.8,4.91,18,84,0,1455,
1882,Jul,CUT,86.7,95.1,80.3,24.57,24,81,340,1353,
1882,Aug,CHI,80.1,84.3,76,11.26,24,87,78,979,
1882,Aug,DAC,83.7,87.2,79.1,11.39,23,86,403,1565,
1882,Aug,JES,81.3,90,78.1,10.66,22,87,72,1930,
1882,Aug,CAL,81.9,87.3,77.5,10.87,25,88,24,325,
1882,Aug,SAU,82.1,86.9,79.4,22.63,22,88,72,2159,
1882,Aug,BUR,82,89.8,78.7,7.04,17,83,190,3156,
1882,Aug,BRH,81.6,88.5,78.1,10.17,16,88,31,2420,
1882,Aug,PUR,83.1,88.6,77.9,19.73,22,87,0,1441,
1882,Aug,CUT,82.7,89.1,78,14.71,21,80,179,1447,
1882,Sep,CHI,81.7,87.2,76.5,10.83,18,86,33,1097,
1882,Sep,DAC,84.7,88.9,79.5,4.46,14,83,431,1791,
1882,Sep,JES,82.4,90.1,78.5,4.1,13,84,86,2349,
1882,Sep,CAL,82.2,87.5,77.2,10.5,16,87,30,364,
1882,Sep,SAU,82.3,87.8,79.1,13.68,14,87,84,2096,
1882,Sep,BUR,82.5,90.2,78.5,3.64,13,81,30,3490,
1882,Sep,BRH,82.1,89.5,78.3,8.71,13,88,24,2748,
1882,Sep,PUR,83.5,90.8,77.8,5.74,9,83,0,1857,
1882,Sep,CUT,83.1,89.5,78,11.86,18,80,49,1324,
1882,Oct,CHI,79.8,85.9,73.8,5.35,14,84,4,1074,
1882,Oct,DAC,82.5,87,76.1,7.53,9,81,390,2698,
1882,Oct,JES,79.7,87.9,74.6,7.95,9,82,875,3487,
1882,Oct,CAL,79.2,85.6,73.9,11.08,9,85,50,443,
1882,Oct,SAU,79.8,86.3,75.4,12.13,8,83,85,2107,
1882,Oct,BUR,78.8,87.1,73.9,6.69,7,75,39,4040,
1882,Oct,BRH,78.9,85.9,73.7,9.77,9,83,50,3334,
1882,Oct,PUR,78.3,88,71,6.26,7,77,0,2627,
1882,Oct,CUT,80.8,88.3,73.3,7.61,10,73,9,1038,
1882,Nov,CHI,75.4,82.9,67.5,2.2,5,85,1,1167,
1882,Nov,DAC,76.9,83.9,69.9,0.61,4,71,1119,3836,
1882,Nov,JES,73.9,83.8,66,1.83,3,72,1970,4981,
1882,Nov,CAL,73.1,81.2,66.9,1.61,2,76,86,518,
1882,Nov,SAU,73.9,81.5,67.9,1.83,2,78,292,2482,
1882,Nov,BUR,72.9,82,65.7,3.35,3,69,100,4436,
1882,Nov,BRH,72.4,81,65.4,1.14,2,80,31,4205,
1882,Nov,PUR,72.1,81.9,63.1,0.35,1,64,1,3683,
1882,Nov,CUT,75.2,83.5,66.9,2.77,4,71,20,1105,
1882,Dec,CHI,69.1,77.8,59.9,0.5,2,80,2,1268,
1882,Dec,DAC,70,79.8,58.6,0,0,73,2231,4410,
1882,Dec,JES,67.4,79.6,56.6,0,0,70,1690,5670,
1882,Dec,CAL,66.3,77.4,57.5,0,0,73,325,590,
1882,Dec,SAU,68.5,77.4,61.2,0,0,76,1652,3501,
1882,Dec,BUR,67,79.1,56.5,0,0,65,196,4593,
1882,Dec,BRH,66.9,78.1,56.7,0,0,76,102,3366,
1882,Dec,PUR,75.3,78.8,52.1,0,0,71,0,3974,
1882,Dec,CUT,71,83,59.3,0,0,65,12,1171,
1883,Jan,CHI,65.5,76.7,53.9,0,0,72,42,1339,
1883,Jan,DAC,65.8,77.4,53.6,0.26,2,69,673,3605,
1883,Jan,JES,63.9,78.6,51.5,0.45,2,67,686,5411,
1883,Jan,CAL,63.9,76.2,53,0.07,2,71,418,511,
1883,Jan,SAU,66.7,77.8,57.8,0,0,74,1445,2579,
1883,Jan,BUR,64.7,77.3,53.5,0.11,2,63,208,3922,
1883,Jan,BRH,63.8,75.8,53.2,0.12,2,74,122,2473,
1883,Jan,PUR,62,75.2,49.2,0.96,2,71,0,3351,
1883,Jan,CUT,72.1,83.9,60.3,0,0,65,408,1475,
1883,Feb,CHI,68.6,80.5,55.8,0.85,2,64,26,1090,
1883,Feb,DAC,69,82,53.7,0.13,3,61,150,2368,
1883,Feb,JES,67.2,82.7,54.5,0.59,3,57,243,3148,
1883,Feb,CAL,67.5,79.4,57.1,2.09,2,67,247,406,
1883,Feb,SAU,69.6,81,60.7,1.09,3,75,627,1778,
1883,Feb,BUR,67.4,81.2,55.4,0.72,4,55,170,3224,
1883,Feb,BRH,66.5,80.5,53.8,0.02,1,59,73,1778,
1883,Feb,PUR,NA,NA,50,0.07,2,NA,0,2564,
1883,Feb,CUT,75.8,88.8,64.4,0.18,1,62,312,1313,
1883,Mar,CHI,75.7,83.7,67.5,2.93,5,76,15,943,
1883,Mar,DAC,79.1,90.1,68,1.08,6,64,216,1921,
1883,Mar,JES,77.5,92.8,67.8,2.09,8,59,798,3084,
1883,Mar,CAL,77.9,88.9,69.3,1.52,6,71,176,341,
1883,Mar,SAU,79.1,87.3,73.8,1.55,6,78,465,1960,
1883,Mar,BUR,77.3,91.2,67.1,4.24,8,55,451,3187,
1883,Mar,BRH,76.6,91.2,64.1,1.65,2,55,37,2037,
1883,Mar,PUR,74.8,89.9,58.3,0.11,2,49,0,2675,
1883,Mar,CUT,83.1,96.1,72.3,1.26,6,64,333,1113,
1883,Apr,CHI,80,87.3,72.4,3.83,7,78,49,682,
1883,Apr,DAC,83.4,94.6,73.4,5.8,9,70,364,2018,
1883,Apr,JES,81.8,97.6,72.5,5.53,11,65,1199,3052,
1883,Apr,CAL,83.8,93.8,75,2.96,7,74,236,297,
1883,Apr,SAU,83.7,91.8,78.5,3.01,6,79,521,1817,
1883,Apr,BUR,84.2,100.3,74.3,4.09,5,55,464,2940,
1883,Apr,BRH,84.7,100.4,73.9,0.25,1,56,319,2211,
1883,Apr,PUR,83.1,97.1,68.7,1.13,5,53,14,2860,
1883,Apr,CUT,88.2,101.5,78.2,0.08,2,61,259,989,
1883,May,CHI,81.4,86.7,75.2,19.2,17,82,138,899,
1883,May,DAC,83.6,90.4,75.8,7.04,15,81,80,1542,
1883,May,JES,83.7,95.4,77.1,3.66,10,76,658,2626,
1883,May,CAL,86.1,94.1,78.9,1.18,7,76,157,255,
1883,May,SAU,85.8,92.2,81.6,3.37,7,80,191,1341,
1883,May,BUR,85.3,97.9,78.6,6.84,5,69,188,2378,
1883,May,BRH,84.3,97.5,77.6,6.59,9,76,427,1639,
1883,May,PUR,83.6,94.1,74,2.62,8,72,73,2437,
1883,May,CUT,89.5,103,79.7,4.96,11,64,228,763,
1883,Jun,CHI,80,85.3,75.9,37.76,21,87,37,855,
1883,Jun,DAC,83.1,87.7,78.4,8.81,21,87,13,1206,
1883,Jun,JES,82.6,91.8,78.7,6.9,19,84,50,2104,
1883,Jun,CAL,83.9,90.8,77.7,10.2,20,83,62,226,
1883,Jun,SAU,84.7,90.6,81.4,12.77,15,82,47,1134,
1883,Jun,BUR,83.5,93.1,78.8,12.08,16,77,78,2044,
1883,Jun,BRH,82.6,91.4,78.1,8.48,13,86,47,1178,
1883,Jun,PUR,84.3,92.7,77.7,10.1,16,77,48,2020,
1883,Jun,CUT,84.1,92.9,78.4,23.9,20,77,206,697,
1883,Jul,CHI,80.3,85,76,24.71,28,88,19,881,
1883,Jul,DAC,83.9,88.4,78.9,19.01,24,86,22,1546,
1883,Jul,JES,82.4,89.7,78.9,14.16,27,87,26,2311,
1883,Jul,CAL,82.8,88,78.5,16.16,27,87,49,275,
1883,Jul,SAU,82.9,87.4,79.5,20.74,16,86,23,1325,
1883,Jul,BUR,82.6,89.8,79.1,21.84,27,83,98,1886,
1883,Jul,BRH,82.4,89.3,78.8,9.84,23,89,9,1363,
1883,Jul,PUR,84.9,91.2,79.2,8.9,18,84,11,1713,
1883,Jul,CUT,82.8,88.1,78.1,14.32,24,81,279,838,
1883,Aug,CHI,79.9,84.3,75.6,16.02,26,NA,4,887,
1883,Aug,DAC,83.7,87.4,78.9,7.43,24,87,13,1584,
1883,Aug,JES,82.2,89.3,78.9,7.81,22,87,5,2346,
1883,Aug,CAL,82.4,87.3,78.3,8.15,26,87,38,394,
1883,Aug,SAU,82.5,87.4,79.5,9.96,18,87,9,1753,
1883,Aug,BUR,81.7,89.3,78.4,14.01,26,84,34,2164,
1883,Aug,BRH,81.6,88.3,78.5,9.02,22,89,4,1748,
1883,Aug,PUR,83.4,89.4,77.8,8.68,23,86,12,1525,
1883,Aug,CUT,83.2,89.7,77.9,8.61,26,81,379,877,
1883,Sep,CHI,80.4,85.4,75.6,15.67,20,NA,0,837,
1883,Sep,DAC,83.8,88.2,78.7,3.65,17,85,6,1824,
1883,Sep,JES,82.1,90,78.4,5.73,18,86,7,2926,
1883,Sep,CAL,82.7,87.8,78.4,6.96,20,87,26,506,
1883,Sep,SAU,82.6,88,79.3,11.27,20,87,28,1930,
1883,Sep,BUR,82.9,90.7,79.1,1.66,13,81,8,2295,
1883,Sep,BRH,82.9,90.4,78.2,2.74,12,85,10,2362,
1883,Sep,PUR,83.4,90.2,77.6,5.42,16,84,18,1838,
1883,Sep,CUT,83.3,89.3,78.1,12.93,18,82,408,953,
1883,Oct,CHI,79.9,86.1,74,3.59,6,NA,0,915,
1883,Oct,DAC,82.6,88.2,74.3,1.7,3,79,1,2238,
1883,Oct,JES,82.1,90,78.4,1.27,3,76,15,3908,
1883,Oct,CAL,80.1,87.8,73.9,0.75,3,80,87,641,
1883,Oct,SAU,80.9,87.8,76,0.57,2,78,95,2058,
1883,Oct,BUR,82.9,90.7,79.1,0.7,3,68,43,2513,
1883,Oct,BRH,80.2,89.7,72.9,0.22,1,75,21,2852,
1883,Oct,PUR,78.8,87.9,69.5,0.09,1,74,97,2409,
1883,Oct,CUT,82.3,90.4,74.4,0.55,7,74,340,958,
1883,Nov,CHI,73.9,81.8,65.6,0.07,1,NA,0,963,
1883,Nov,DAC,74,82.7,63.5,0,0,70,55,3951,
1883,Nov,JES,71,83.9,58.9,0,0,65,96,6773,
1883,Nov,CAL,69.8,81.2,61,0,0,71,206,80,
1883,Nov,SAU,72.5,81.4,65.3,0,0,69,265,2782,
1883,Nov,BUR,71.1,82.7,61.1,0,0,57,5,3017,
1883,Nov,BRH,70.9,82.6,60,0,0,68,34,3839,
1883,Nov,PUR,68.7,81.6,54.8,0,0,66,83,3439,
1883,Nov,CUT,73.9,84.8,62.4,0.3,1,68,231,1228,
1883,Dec,CHI,66.4,74.5,58.4,8.49,4,NA,0,1153,
1883,Dec,DAC,66.4,75.5,55.7,1.59,4,75,604,4555,
1883,Dec,JES,82.1,90,78.4,2.35,2,71,510,7193,
1883,Dec,CAL,62.4,73.2,53.9,2.54,2,73,207,692,
1883,Dec,SAU,64.6,73.6,57.5,2.32,2,74,606,3000,
1883,Dec,BUR,82.9,90.7,79.1,1.18,2,61,20,2932,
1883,Dec,BRH,62.3,74.6,51.4,1.08,1,73,78,3254,
1883,Dec,PUR,59.6,75.6,44.7,0.1,1,69,0,3509,
1883,Dec,CUT,66,80.5,54.3,0.96,2,70,119,1602,
1884,Jan,CHI,64.7,74.9,54.9,0,0,79,0,1094,
1884,Jan,DAC,66.1,77.3,53.9,0,0,71,506,3309,
1884,Jan,JES,64.2,78.3,51.6,0,0,66,445,4497,
1884,Jan,CAL,64.1,76.4,54.8,0.02,1,73,83,455,
1884,Jan,SAU,66.4,75.4,57.6,0.29,2,79,489,2088,
1884,Jan,BUR,65,78.3,53.8,0.08,1,60,46,2542,
1884,Jan,BRH,63.9,77.8,51.6,0,0,70,4,2136,
1884,Jan,PUR,61.9,76.6,46.4,0.07,1,68,0,2798,
1884,Jan,CUT,69.6,83.1,57.5,0.03,1,65,175,1696,
1884,Feb,CHI,68.2,77.8,57.8,2.21,2,76,2,909,
1884,Feb,DAC,69.1,79.9,56.8,1.71,5,67,290,2279,
1884,Feb,JES,66.4,82.2,49.6,3.57,4,59,228,3418,
1884,Feb,CAL,68.6,80.9,59.1,0.29,2,71,127,375,
1884,Feb,SAU,72,81.2,64,0.56,1,76,600,1585,
1884,Feb,BUR,68.3,82.8,56.4,0.35,3,55,28,2328,
1884,Feb,BRH,63.9,77.8,51.6,0.13,1,65,18,1862,
1884,Feb,PUR,64.4,79.4,49.2,0.08,1,60,2,2656,
1884,Feb,CUT,75.3,88.5,63.8,0.72,4,61,89,1260,
1884,Mar,CHI,76.7,85,68.2,2.47,5,79,1,745,
1884,Mar,DAC,80.9,91.4,70,1.07,1,67,738,2221,
1884,Mar,JES,79.7,92.7,70.3,2.61,5,63,712,3135,
1884,Mar,CAL,81.2,93.2,71.6,0.06,1,68,327,448,
1884,Mar,SAU,80.9,90.1,76.4,0,0,79,677,1725,
1884,Mar,BUR,81.2,96.2,70.3,0.02,1,50,323,2444,
1884,Mar,BRH,80.3,96.3,67.1,0,0,49,905,2088,
1884,Mar,PUR,78.2,94.5,60.2,0,0,NA,1,2590,
1884,Apr,CHI,79.7,86.7,72,7.28,9,79,164,1170,
1884,Apr,DAC,82.8,92.1,72.7,6.38,11,75,26,760,
1884,Apr,JES,82.1,94.4,74.9,6.4,10,68,2003,2334,
1884,Apr,CAL,85.1,96.5,75.5,1.38,4,69,2339,3171,
1884,Apr,SAU,83.6,91.2,79.3,1.36,5,79,448,516,
1884,Apr,BUR,84.4,100.2,74.7,2.26,7,52,626,1533,
1884,Apr,BRH,83.9,98.9,73.2,3.67,7,54,1003,2112,
1884,Apr,PUR,85.3,98.3,68.4,1.25,2,50,3188,2569,
1884,Apr,CUT,84.5,98.6,73.7,2.1,1,61,92,2464,
1884,Apr,CUT,88.1,102.3,76.9,3.52,3,58,328,1196,
1884,May,CHI,79.7,85.1,73.8,13.24,11,83,144,942,
1884,May,DAC,81.9,89.3,74.2,10.78,18,81,625,1954,
1884,May,JES,81,92.4,74.5,7.03,11,77,587,2829,
1884,May,CAL,83.7,92,76.3,5.86,14,78,229,342,
1884,May,SAU,84.7,90.8,79.9,5.14,9,81,238,1409,
1884,May,BUR,82.6,95.2,76.4,4.94,12,71,421,2119,
1884,May,BRH,81.3,94.1,75,4.64,11,78,1125,2200,
1884,May,PUR,82.1,94.1,72.5,3.32,9,73,78,2209,
1884,May,CUT,89.8,102,80.2,1.97,3,60,437,989,
1884,Jun,CHI,79.1,83.8,74.3,26.38,21,87,147,1155,
1884,Jun,DAC,82.5,87.8,76.2,11.95,16,85,52,1514,
1884,Jun,JES,80.8,89.3,76.5,18.68,20,85,134,2176,
1884,Jun,CAL,83.3,90.3,76.7,11.72,19,84,40,311,
1884,Jun,SAU,84.8,90.2,80.5,14.39,15,83,63,1145,
1884,Jun,BUR,82,92.9,77.3,4.38,11,77,142,1888,
1884,Jun,BRH,80.2,89.6,76.1,7.76,14,88,71,1423,
1884,Jun,PUR,81.4,90.9,74.4,8.13,13,83,89,1701,
1884,Jun,CUT,86.3,96.2,79.4,17.83,20,70,747,1056,
1884,Jul,CHI,80.6,85.1,76.1,14.91,27,88,120,1028,
1884,Jul,DAC,83.9,88.5,78.6,8.95,23,86,30,1555,
1884,Jul,JES,82.5,89.3,79.1,8.44,21,86,58,2163,
1884,Jul,CAL,82.7,87.6,78.5,11.96,24,87,18,313,
1884,Jul,SAU,82.9,87.3,80,23.1,22,88,62,1421,
1884,Jul,BUR,82.6,90.7,79.2,7.16,18,81,41,1621,
1884,Jul,BRH,82.9,90.4,78.9,6.43,14,88,3,1275,
1884,Jul,PUR,83.7,91.5,77.6,16.07,21,85,6,1873,
1884,Jul,CUT,83.1,89,78.5,9.9,23,79,991,1030,
1884,Aug,CHI,80.1,84.9,75.6,12.83,25,88,35,918,
1884,Aug,DAC,83.5,88.3,78.4,6,22,87,43,1712,
1884,Aug,JES,82,89,78.5,5.97,24,86,35,2451,
1884,Aug,CAL,82.5,87.3,78.2,10.97,25,87,15,328,
1884,Aug,SAU,83.2,87.8,79.5,7.71,17,85,35,1827,
1884,Aug,BUR,81.9,89.7,78.8,8.55,21,82,130,1494,
1884,Aug,BRH,82.2,89.5,78.3,4.88,14,87,4,1499,
1884,Aug,PUR,83.5,90.8,77,7.45,18,86,0,1759,
1884,Aug,CUT,83.3,89.3,78.2,11.82,22,79,605,1097,
1884,Sep,CHI,80,84.7,75.3,14.12,20,88,39,868,
1884,Sep,DAC,83.4,88.9,77.4,6.69,12,85,132,1916,
1884,Sep,JES,81.1,88.3,77.5,11.33,15,85,5,2629,
1884,Sep,CAL,81.1,85.7,76.7,16.63,20,87,8,409,
1884,Sep,SAU,80.8,85.6,77.8,17.39,25,89,16,1666,
1884,Sep,BUR,81.2,88.6,77.8,12.5,20,81,46,1566,
1884,Sep,BRH,81.6,88.6,77.5,6.74,15,87,0,1499,
1884,Sep,PUR,83.3,91.1,76,4.55,12,83,10,1969,
1884,Sep,CUT,82.1,87.1,77.6,8.68,22,82,862,1176,
1884,Oct,CHI,78.1,84.5,71.8,7.75,11,86,7,870,
1884,Oct,DAC,80.3,86.1,72.3,3.4,7,81,409,2674,
1884,Oct,JES,78.5,86.5,72.9,5.34,7,80,72,4107,
1884,Oct,CAL,78.5,84.9,73.3,3.71,5,82,26,477,
1884,Oct,SAU,78.8,84.7,74.1,12.88,9,80,30,2177,
1884,Oct,BUR,78.1,86,72.7,1.96,9,74,6,2472,
1884,Oct,BRH,77.9,84.9,72.6,5.06,7,83,63,2612,
1884,Oct,PUR,76.3,86.5,67.4,8.86,6,75,36,2346,
1884,Oct,CUT,80.4,88.3,72.9,2.4,7,73,1054,1560,
1884,Nov,CHI,72.1,79.8,63.7,2.87,3,84,182,1146,
1884,Nov,DAC,72.5,81.4,62.3,0.85,1,77,1964,3580,
1884,Nov,JES,70.6,81.2,60.9,0.12,1,70,966,6608,
1884,Nov,CAL,69.8,79.7,62.1,0.01,1,73,53,626,
1884,Nov,SAU,71,79.4,64.4,0,0,73,271,2954,
1884,Nov,BUR,69.8,80.8,60.5,0,0,63,26,2721,
1884,Nov,BRH,69.9,79.9,61,0,0,76,413,3249,
1884,Nov,PUR,67.3,82,54.5,0,0,69,62,3534,
1884,Nov,CUT,73.4,83.9,62.6,0,0,67,1391,1731,
1884,Dec,CHI,66.6,77.1,55.6,0,0,79,561,1313,
1884,Dec,DAC,67.4,77.6,54.8,0,0,72,1373,3260,
1884,Dec,JES,65.4,77.5,53.7,0,0,69,988,6281,
1884,Dec,CAL,64.9,76.4,56.5,0,0,73,145,733,
1884,Dec,SAU,67,75.2,59.2,0,0,75,1165,3055,
1884,Dec,BUR,65.7,77.4,55.8,0,0,63,73,2883,
1884,Dec,BRH,65.2,76.4,55.4,0.13,1,75,834,2435,
1884,Dec,PUR,61.4,77,46.5,0,0,70,41,3808,
1884,Dec,CUT,69.6,81.5,58.1,0.45,2,66,639,2003,
1885,Jan,CHI,65.8,77.6,53.9,0,0,74,241,1256,
1885,Jan,DAC,66.6,80.1,53.5,0,0,68,319,2464,
1885,Jan,JES,65.6,78.8,53.1,0,0,67,772,4213,
1885,Jan,CAL,66.1,78.5,57.7,0.42,1,73,290,567,
1885,Jan,SAU,69.3,77.6,61.9,0,0,78,971,2320,
1885,Jan,BUR,66.6,79.6,55.6,0,0,61,60,2262,
1885,Jan,BRH,65.3,77.5,54.5,0.11,1,71,85,1918,
1885,Jan,PUR,60.9,75.8,45.9,0.21,1,67,0,3132,
1885,Jan,CUT,74.1,86,63.1,0,0,68,347,1576,
1885,Feb,CHI,68.4,78.7,57.6,1.38,4,73,153,1131,
1885,Feb,DAC,68.1,78.9,56.4,2.86,8,69,101,1854,
1885,Feb,JES,67.4,79.1,56.5,1.76,6,66,453,3109,
1885,Feb,CAL,68.3,79,59.9,2.02,8,72,203,510,
1885,Feb,SAU,70.6,78.3,64.3,7.78,9,77,521,1955,
1885,Feb,BUR,68.1,80.1,58.3,0.8,3,56,96,2125,
1885,Feb,BRH,66.1,78.8,55.3,1.36,4,66,16,1824,
1885,Feb,PUR,62.3,78.2,46.1,0.04,1,61,4,2844,
1885,Feb,CUT,74.9,86.1,66,3.4,5,66,1205,1354,
1885,Mar,CHI,76.5,86.4,65.8,4.29,6,73,194,1007,
1885,Mar,DAC,79.4,90.2,67.4,3.15,4,66,140,1973,
1885,Mar,JES,79,92.7,68.6,3.12,3,59,1119,3243,
1885,Mar,CAL,79.3,91.1,70.1,1.01,2,70,228,600,
1885,Mar,SAU,79.3,85.6,74.6,0.14,2,79,670,2074,
1885,Mar,BUR,80.2,94.4,69.5,0.06,2,56,664,2458,
1885,Mar,BRH,78.7,93,66.6,0.39,1,56,41,1988,
1885,Mar,PUR,76.7,92.4,59.2,0.13,1,59,0,3141,
1885,Mar,CUT,82.5,95.5,71.8,1.06,2,63,1329,1585,
1885,Apr,CHI,80.2,86.9,73.1,7.54,10,79,343,895,
1885,Apr,DAC,84.3,94.1,74.4,3.2,7,71,524,2245,
1885,Apr,JES,85.6,100.5,75.4,3.5,8,54,933,2993,
1885,Apr,CAL,85.4,100,76,0.66,3,63,167,473,
1885,Apr,SAU,84.5,91.7,80.3,0,0,78,572,1790,
1885,Apr,BUR,87.5,103.8,75.8,0.89,4,39,1169,1834,
1885,Apr,BRH,86.1,101.7,74.4,1.28,2,45,487,2071,
1885,Apr,PUR,84.9,99.2,68.2,0.62,3,54,6,2641,
1885,Apr,CUT,89,102.8,77.2,1.91,2,55,782,1099,
1885,May,CHI,80.7,86.7,73,5.23,12,79,309,1271,
1885,May,DAC,82.5,91.4,74,7.73,13,79,428,1990,
1885,May,JES,82.9,96.1,75.4,6.4,10,69,769,2801,
1885,May,CAL,85.5,96.4,76.8,4.84,10,71,105,421,
1885,May,SAU,84.9,91.8,80.2,2.79,6,78,209,1319,
1885,May,BUR,86.1,101.4,77.1,1.39,4,51,1643,2025,
1885,May,BRH,85,98.9,75.9,2.02,3,62,412,1795,
1885,May,PUR,84.2,96.2,70.4,3.35,5,62,10,2633,
1885,May,CUT,87.8,100.7,77.9,5.74,10,61,731,1144,
1885,Jun,CHI,80.7,85.6,75.9,19.95,22,87,126,1304,
1885,Jun,DAC,83.7,89.5,77.5,16.42,19,85,99,1599,
1885,Jun,JES,83,91.7,78.4,12.7,18,82,153,2027,
1885,Jun,CAL,85.3,92.7,79.4,11.4,18,80,28,343,
1885,Jun,SAU,85.7,91.7,81.9,11.83,12,81,116,1201,
1885,Jun,BUR,84.7,95.3,79.5,8.88,18,73,942,1966,
1885,Jun,BRH,83.2,93.8,78.3,4.15,13,85,293,1448,
1885,Jun,PUR,84.8,94,75.6,3.35,13,74,9,2245,
1885,Jun,CUT,87.4,96,80.8,5.74,15,69,348,795,
1885,Jul,CHI,79.9,84.3,75.8,27.02,26,90,270,1520,
1885,Jul,DAC,84,88.5,79.2,9.7,22,86,18,1478,
1885,Jul,JES,82.4,89.6,79.2,16.05,23,87,38,2324,
1885,Jul,CAL,83.4,88.7,78.5,8.12,28,86,26,361,
1885,Jul,SAU,83.4,88.2,80.7,19.93,18,86,29,1382,
1885,Jul,BUR,83.4,90.9,79.4,9.39,18,80,333,1698,
1885,Jul,BRH,82.2,89.4,78.5,9.57,16,90,287,1721,
1885,Jul,PUR,NA,89.9,NA,12.4,29,NA,63,2004,
1885,Jul,CUT,83,89.4,78.2,11.64,29,80,463,851,
1885,Aug,CHI,79.2,83.3,75.4,21.69,27,90,105,1524,
1885,Aug,DAC,83.2,88.3,78.4,12.35,27,88,5,1594,
1885,Aug,JES,81,87,78.5,17.11,28,91,14,2848,
1885,Aug,CAL,81.4,85.9,77.7,26.5,28,89,20,428,
1885,Aug,SAU,81.5,85.4,79,27.37,25,89,35,1770,
1885,Aug,BUR,81,87.6,78.3,20.3,27,85,304,1830,
1885,Aug,BRH,80.9,87,78.3,19.01,25,93,334,1714,
1885,Aug,PUR,NA,88.9,NA,13.13,22,NA,107,2122,
1885,Aug,CUT,82.9,89.2,78,6.9,27,80,881,1017,
1885,Sep,CHI,80.4,85.6,75.8,19.71,15,88,43,1256,
1885,Sep,DAC,83.1,87.6,78.3,10.69,14,87,7,1937,
1885,Sep,JES,81.8,88.2,78.5,12.07,15,86,3,2906,
1885,Sep,CAL,82.4,87.3,77.9,5.51,17,87,45,599,
1885,Sep,SAU,82.8,88.1,79.3,14.93,11,85,47,1911,
1885,Sep,BUR,82,89.2,78.6,5.85,17,81,60,2176,
1885,Sep,BRH,81,86.5,78.2,14.12,16,92,131,2185,
1885,Sep,PUR,NA,88.1,NA,19.69,16,NA,187,2374,
1885,Sep,CUT,83.7,91,78.1,8.33,13,80,598,1048,
1885,Oct,CHI,79.1,84.4,73.9,4.53,13,87,10,1346,
1885,Oct,DAC,82.5,89.3,76,3.45,6,81,9,2569,
1885,Oct,JES,80.8,89.3,75.5,2.18,5,78,7,4298,
1885,Oct,CAL,80.3,87,74.9,5.29,8,84,54,647,
1885,Oct,SAU,81.2,87.5,76.4,4.57,10,81,14,1920,
1885,Oct,BUR,80.6,89.4,74.9,2.86,6,74,59,2218,
1885,Oct,BRH,80.5,88.1,74.8,1.67,8,80,167,2938,
1885,Oct,PUR,NA,88.7,NA,0.77,2,NA,772,3525,
1885,Oct,CUT,82.8,91.2,75.4,2.6,8,71,637,1253,
1885,Nov,CHI,73.9,81.2,66.6,4.77,4,83,0,1316,
1885,Nov,DAC,76.1,85.8,68.1,0.24,1,69,133,3507,
1885,Nov,JES,73.7,83.9,64.7,0.15,2,69,173,5552,
1885,Nov,CAL,72.2,81.3,64.7,0.06,2,77,84,743,
